油价口径,价格方向,筛选规则,自变量_国际原油列,因变量,回归函数,样本数,国际原油均值_USD_per_bbl,国内汽油均值_USD_per_bbl,截距_intercept,斜率_slope,线性模型RMSE_USD_per_bbl,线性模型MAE_USD_per_bbl,线性模型R2
迪拜,上升,"迪拜区间均价在[40,80] USD/bbl，且相邻样本国际原油均价上升",迪拜均价_USD_per_bbl,汽油价格_USD_per_bbl,国内汽油 = 80.750308 + 1.187247 * 迪拜,84,64.12344053377208,156.8806560470401,80.75030824507138,1.1872467722918412,5.146428970603602,4.131102762171892,0.8681912796601072
迪拜,下降,"迪拜区间均价在[40,80] USD/bbl，且相邻样本国际原油均价下降",迪拜均价_USD_per_bbl,汽油价格_USD_per_bbl,国内汽油 = 72.725661 + 1.268054 * 迪拜,62,62.05397063254303,151.4134416770097,72.72566051769067,1.2680539272059526,5.657357995410907,4.471316847489432,0.8506517717870478
