油价口径,价格方向,筛选规则,自变量_国际原油列,因变量,回归函数,样本数,国际原油均值_USD_per_bbl,国内汽油均值_USD_per_bbl,截距_intercept,斜率_slope,线性模型RMSE_USD_per_bbl,线性模型MAE_USD_per_bbl,线性模型R2
WTI,上升,"WTI区间均价在[40,80] USD/bbl，且相邻样本国际原油均价上升",WTI均价_USD_per_bbl,汽油价格_USD_per_bbl,国内汽油 = 78.514012 + 1.275007 * WTI,88,62.042970445201405,157.6192580986835,78.51401232115141,1.2750073893931417,5.611307322385917,4.402820029992703,0.8507387135653603
WTI,下降,"WTI区间均价在[40,80] USD/bbl，且相邻样本国际原油均价下降",WTI均价_USD_per_bbl,汽油价格_USD_per_bbl,国内汽油 = 74.990859 + 1.302073 * WTI,66,61.05549174505026,154.4895427169248,74.99085850039631,1.302072621878005,5.471156725518993,4.400132443591112,0.8626618016331687
