日期,WTI,布伦特,迪拜,阿曼,塔皮斯,米纳斯,杜里,辛塔,大庆,胜利,欧佩克,ESPO
,97.48,,,,,,,,,,,112.80
,97.64,,,,,,,,,,,114.32
,97.55,,,,,,,,,,,114.33
,97.05,,,,,,,,,,,114.97
,96.03,,,,,,,,,,,114.85
,93.91,,,,,,,,,,,113.55
,-,,,,,,,,,,,113.18
,-,,,,,,,,,,,112.69
,92.10,,,,,,,,,,,111.95
,93.82,,,,,,,,,,,112.26
,94.00,,,,,,,,,,,110.95
,94.53,,,,,,,,,,,111.51
,94.83,,,,,,,,,,,110.13
,93.93,,,,,,,,,,,108.96
,93.34,,,,,,,,,,,109.31
,92.97,,,,,,,,,,,109.91
,93.62,,,,,,,,,,,109.51
,93.82,,,,,,,,,,,109.57
,93.69,,,,,,,,,,,108.33
,92.99,,,,,,,,,,,107.64
,95.14,,,,,,,,,,,107.00
,94.46,,,,,,,,,,,106.36
,94.38,,,,,,,,,,,105.76
,94.80,,,,,,,,,,,107.86
,93.38,,,,,,,,,,,107.01
,94.50,,,,,,,,,,,107.49
,94.38,,,,,,,,,,,107.46
,96.26,,,,,,,,,,,109.55
,96.69,,,,,,,,,,,109.82
,98.21,,,,,,,,,,,109.21
,98.73,,,,,,,,,,,109.09
,97.61,,,,,,,,,,,107.52
,96.59,,,,,,,,,,,108.51
,96.30,,,,,,,,,,,109.69
,97.84,,,,,,,,,,,110.75
,99.17,,,,,,,,,,,110.79
,100.71,,,,,,,,,,,111.11
,100.69,,,,,,,,,,,110.80
,102.22,,,,,,,,,,,112.38
,101.06,,,,,,,,,,,111.78
,102.21,,,,,,,,,,,111.25
,101.88,,,,,,,,,,,111.69
,102.89,,,,,,,,,,,112.31
,101.34,,,,,,,,,,,109.83
,103.50,,,,,,,,,,,111.87
,103.03,,,,,,,,,,,110.91
,103.70,,,,,,,,,,,110.53
,103.00,,,,,,,,,,,110.55
,104.03,,,,,,,,,,,110.63
,101.83,,,,,,,,,,,109.31
,102.40,,,,,,,,,,,111.05
,102.81,,,,,,,,,,,112.62
,102.98,,,,,,,,,,,111.96
,102.42,,,,,,,,,,,112.87
,103.42,,,,,,,,,,,111.44
,103.66,,,,,,,,,,,111.76
,104.81,,,,,,,,,,,112.88
,106.16,,,,,,,,,,,113.67
,108.19,,,,,,,,,,,112.64
,105.28,,,,,,,,,,,112.11
,106.34,,,,,,,,,,,113.47
,108.23,,,,,,,,,,,114.23
,108.58,,,,,,,,,,,114.64
,107.61,,,,,,,,,,,113.66
,107.26,,,,,,,,,,,112.83
,109.12,,,,,,,,,,,115.44
,110.49,,,,,,,,,,,116.97
,108.38,,,,,,,,,,,115.87
,107.06,,,,,,,,,,,116.06
,108.50,,,,,,,,,,,115.90
,-,,,,,,,,,,,114.74
,107.78,,,,,,,,,,,115.72
,108.76,,,,,,,,,,,116.86
,109.88,,,,,,,,,,,116.51
,109.00,,,,,,,,,,,115.85
,106.00,,,,,,,,,,,-
,106.54,,,,,,,,,,,112.74
,105.15,,,,,,,,,,,112.15
,103.99,,,,,,,,,,,111.56
,105.14,,,,,,,,,,,111.96
,106.93,,,,,,,,,,,112.10
,107.47,,,,,,,,,,,112.59
,107.24,,,,,,,,,,,111.84
,106.86,,,,,,,,,,,110.56
,106.64,,,,,,,,,,,110.21
,106.20,,,,,,,,,,,108.72
,106.10,,,,,,,,,,,107.57
,103.55,,,,,,,,,,,106.76
,104.31,,,,,,,,,,,107.97
,105.43,,,,,,,,,,,108.14
,106.46,,,,,,,,,,,109.25
,106.80,,,,,,,,,,,108.98
,107.84,,,,,,,,,,,109.33
,105.13,,,,,,,,,,,107.47
,103.10,,,,,,,,,,,107.44
,104.53,,,,,,,,,,,108.34
,104.72,,,,,,,,,,,107.63
,105.64,,,,,,,,,,,107.70
,105.13,,,,,,,,,,,107.81
,107.24,,,,,,,,,,,108.41
,106.52,,,,,,,,,,,108.20
,108.34,,,,,,,,,,,108.74
,107.92,,,,,,,,,,,109.06
,106.46,,,,,,,,,,,108.96
,105.91,,,,,,,,,,,108.31
,106.33,,,,,,,,,,,108.56
,106.14,,,,,,,,,,,108.54
,104.70,,,,,,,,,,,107.82
,106.15,,,,,,,,,,,107.95
,103.80,,,,,,,,,,,107.64
,103.00,,,,,,,,,,,107.75
,103.12,,,,,,,,,,,107.03
,-,,,,,,,,,,,105.66
,101.19,,,,,,,,,,,106.34
,99.50,,,,,,,,,,,104.08
,97.94,,,,,,,,,,,103.76
,96.51,,,,,,,,,,,103.02
,96.96,,,,,,,,,,,103.61
,95.60,,,,,,,,,,,101.66
,95.15,,,,,,,,,,,102.23
,95.03,,,,,,,,,,,100.49
,94.01,,,,,,,,,,,100.83
,94.72,,,,,,,,,,,103.28
,97.77,,,,,,,,,,,106.42
,98.43,,,,,,,,,,,105.79
,97.82,,,,,,,,,,,106.15
,97.83,,,,,,,,,,,106.26
,96.65,,,,,,,,,,,103.98
,95.88,,,,,,,,,,,103.62
,95.40,,,,,,,,,,,101.94
,95.82,,,,,,,,,,,103.32
,96.19,,,,,,,,,,,103.48
,94.64,,,,,,,,,,,102.82
,93.75,,,,,,,,,,,102.79
,93.38,,,,,,,,,,,101.82
,93.35,,,,,,,,,,,101.66
,91.84,,,,,,,,,,,100.60
,93.67,,,,,,,,,,,102.10
,93.03,,,,,,,,,,,102.27
,95.03,,,,,,,,,,,104.18
,-,,,,,,,,,,,-
,93.62,,,,,,,,,,,101.66
,94.01,,,,,,,,,,,101.16
,93.90,,,,,,,,,,,102.56
,95.88,,,,,,,,,,,103.04
,96.69,,,,,,,,,,,104.34
,96.01,,,,,,,,,,,103.37
,95.04,,,,,,,,,,,103.34
,94.23,,,,,,,,,,,100.39
,94.11,,,,,,,,,,,101.99
,94.90,,,,,,,,,,,101.89
,95.95,,,,,,,,,,,101.24
,95.86,,,,,,,,,,,103.01
,96.49,,,,,,,,,,,103.00
,95.64,,,,,,,,,,,104.20
,95.79,,,,,,,,,,,-
,95.49,,,,,,,,,,,103.80
,93.93,,,,,,,,,,,100.11
,91.05,,,,,,,,,,,99.12
,93.25,,,,,,,,,,,102.48
,94.15,,,,,,,,,,,103.29
,92.88,,,,,,,,,,,103.11
,92.90,,,,,,,,,,,102.60
,91.16,,,,,,,,,,,102.01
,88.99,,,,,,,,,,,99.84
,89.00,,,,,,,,,,,100.59
,87.92,,,,,,,,,,,99.33
,88.32,,,,,,,,,,,99.44
,86.82,,,,,,,,,,,98.43
,88.58,,,,,,,,,,,99.68
,88.43,,,,,,,,,,,100.52
,91.19,,,,,,,,,,,101.66
,93.27,,,,,,,,,,,104.74
,94.46,,,,,,,,,,,105.72
,94.18,,,,,,,,,,,105.10
,93.42,,,,,,,,,,,104.70
,92.85,,,,,,,,,,,104.81
,93.20,,,,,,,,,,,105.73
,94.45,,,,,,,,,,,108.51
,96.96,,,,,,,,,,,110.53
,97.01,,,,,,,,,,,-
,97.06,,,,,,,,,,,109.55
,96.51,,,,,,,,,,,109.96
,96.29,,,,,,,,,,,108.83
,94.34,,,,,,,,,,,108.12
,93.39,,,,,,,,,,,107.84
,92.10,,,,,,,,,,,107.86
,93.15,,,,,,,,,,,107.65
,92.23,,,,,,,,,,,108.11
,93.77,,,,,,,,,,,108.59
,93.50,,,,,,,,,,,109.24
,92.98,,,,,,,,,,,108.13
,92.27,,,,,,,,,,,108.15
,92.50,,,,,,,,,,,109.23
,91.87,,,,,,,,,,,109.70
,91.83,,,,,,,,,,,109.32
,91.53,,,,,,,,,,,109.99
,90.43,,,,,,,,,,,109.73
,90.82,,,,,,,,,,,109.37
,89.99,,,,,,,,,,,108.38
,90.93,,,,,,,,,,,108.79
,91.84,,,,,,,,,,,110.88
,92.88,,,,,,,,,,,111.49
,92.53,,,,,,,,,,,112.44
,92.77,,,,,,,,,,,114.11
,92.90,,,,,,,,,,,112.70
,92.74,,,,,,,,,,,113.80
,94.51,,,,,,,,,,,114.70
,96.53,,,,,,,,,,,115.98
,-,,,,,,,,,,,116.40
,95.94,,,,,,,,,,,116.18
,97.37,,,,,,,,,,,117.34
,97.05,,,,,,,,,,,117.54
,97.46,,,,,,,,,,,117.08
,96.92,,,,,,,,,,,117.26
,95.78,,,,,,,,,,,117.93
,95.76,,,,,,,,,,,116.45
,96.70,,,,,,,,,,,115.91
,96.65,,,,,,,,,,,115.91
,96.26,,,,,,,,,,,115.48
,97.63,,,,,,,,,,,115.94
,97.44,,,,,,,,,,,114.50
,97.96,,,,,,,,,,,113.44
,97.36,,,,,,,,,,,113.57
,96.46,,,,,,,,,,,112.37
,95.53,,,,,,,,,,,112.35
,95.16,,,,,,,,,,,112.57
,94.88,,,,,,,,,,,111.72
,96.15,,,,,,,,,,,111.38
,95.44,,,,,,,,,,,111.07
,95.44,,,,,,,,,,,110.48
,95.37,,,,,,,,,,,110.24
,94.25,,,,,,,,,,,109.70
,93.41,,,,,,,,,,,110.12
,94.20,,,,,,,,,,,110.06
,93.70,,,,,,,,,,,109.53
,93.84,,,,,,,,,,,111.47
,93.16,,,,,,,,,,,110.72
,93.23,,,,,,,,,,,111.05
,93.23,,,,,,,,,,,110.04
,93.04,,,,,,,,,,,110.38
,92.76,,,,,,,,,,,111.28
,92.87,,,,,,,,,,,111.52
,91.56,,,,,,,,,,,109.30
,91.01,,,,,,,,,,,109.77
,91.12,,,,,,,,,,,109.90
,91.05,,,,,,,,,,,108.89
,88.28,,,,,,,,,,,108.89
,88.29,,,,,,,,,,,109.45
,89.62,,,,,,,,,,,109.73
,89.49,,,,,,,,,,,110.15
,87.99,,,,,,,,,,,108.73
,87.32,,,,,,,,,,,108.26
,86.81,,,,,,,,,,,107.90
,86.08,,,,,,,,,,,107.98
,86.90,,,,,,,,,,,108.35
,85.78,,,,,,,,,,,106.78
,85.59,,,,,,,,,,,107.65
,85.91,,,,,,,,,,,107.00
,86.29,,,,,,,,,,,107.28
,87.90,,,,,,,,,,,109.11
,88.49,,,,,,,,,,,110.62
,89.03,,,,,,,,,,,111.95
,88.88,,,,,,,,,,,111.10
,87.90,,,,,,,,,,,111.01
,86.63,,,,,,,,,,,109.25
,87.28,,,,,,,,,,,110.42
,87.76,,,,,,,,,,,110.01
,-,,,,,,,,,,,110.24
,-,,,,,,,,,,,110.57
,86.80,,,,,,,,,,,110.48
,86.64,,,,,,,,,,,109.74
,88.85,,,,,,,,,,,110.61
,86.63,,,,,,,,,,,107.40
,85.25,,,,,,,,,,,108.11
,86.28,,,,,,,,,,,107.90
,85.30,,,,,,,,,,,107.26
,85.58,,,,,,,,,,,108.55
,86.06,,,,,,,,,,,106.88
,85.11,,,,,,,,,,,105.82
,84.57,,,,,,,,,,,107.12
,88.32,,,,,,,,,,,108.24
,85.76,,,,,,,,,,,105.41
,84.87,,,,,,,,,,,106.12
,86.92,,,,,,,,,,,108.66
,86.10,,,,,,,,,,,108.86
,85.51,,,,,,,,,,,109.00
,85.30,,,,,,,,,,,108.84
,86.06,,,,,,,,,,,109.02
,85.68,,,,,,,,,,,107.93
,85.25,,,,,,,,,,,107.92
,86.28,,,,,,,,,,,107.87
,88.50,,,,,,,,,,,110.31
,90.12,,,,,,,,,,,112.02
,92.09,,,,,,,,,,,112.62
,91.93,,,,,,,,,,,113.86
,92.01,,,,,,,,,,,114.09
,91.79,,,,,,,,,,,113.80
,91.85,,,,,,,,,,,114.10
,92.39,,,,,,,,,,,115.00
,91.39,,,,,,,,,,,114.55
,92.28,,,,,,,,,,,113.15
,89.63,,,,,,,,,,,112.07
,89.88,,,,,,,,,,,111.93
,91.60,,,,,,,,,,,110.69
,87.87,,,,,,,,,,,109.84
,91.83,,,,,,,,,,,113.18
,92.45,,,,,,,,,,,108.71
,92.05,,,,,,,,,,,113.01
,92.11,,,,,,,,,,,112.64
,89.84,,,,,,,,,,,110.29
,90.75,,,,,,,,,,,112.03
,91.61,,,,,,,,,,,110.52
,92.69,,,,,,,,,,,112.10
,92.55,,,,,,,,,,,110.13
,91.81,,,,,,,,,,,109.77
,95.31,,,,,,,,,,,114.33
,96.34,,,,,,,,,,,117.36
,99.00,,,,,,,,,,,118.08
,98.08,,,,,,,,,,,117.41
,96.83,,,,,,,,,,,116.78
,96.97,,,,,,,,,,,116.51
,96.40,,,,,,,,,,,115.72
,96.31,,,,,,,,,,,115.24
,94.97,,,,,,,,,,,116.10
,95.47,,,,,,,,,,,114.62
,95.52,,,,,,,,,,,115.90
,-,,,,,,,,,,,115.62
,96.44,,,,,,,,,,,114.70
,94.78,,,,,,,,,,,113.02
,95.47,,,,,,,,,,,112.80
,96.40,,,,,,,,,,,112.34
,95.48,,,,,,,,,,,-
,95.60,,,,,,,,,,,114.54
,95.73,,,,,,,,,,,115.76
,97.04,,,,,,,,,,,114.49
,96.55,,,,,,,,,,,114.44
,95.86,,,,,,,,,,,113.16
,96.09,,,,,,,,,,,113.04
,95.32,,,,,,,,,,,113.35
,94.25,,,,,,,,,,,112.35
,93.37,,,,,,,,,,,110.94
,92.80,,,,,,,,,,,111.12
,93.12,,,,,,,,,,,109.96
,93.42,,,,,,,,,,,110.70
,93.28,,,,,,,,,,,110.40
,93.38,,,,,,,,,,,109.20
,92.09,,,,,,,,,,,106.65
,91.35,,,,,,,,,,,106.37
,87.18,,,,,,,,,,,103.94
,88.83,,,,,,,,,,,104.14
,87.57,,,,,,,,,,,104.18
,89.61,,,,,,,,,,,104.98
,90.27,,,,,,,,,,,104.75
,89.53,,,,,,,,,,,103.80
,88.77,,,,,,,,,,,101.56
,88.37,,,,,,,,,,,102.28
,87.81,,,,,,,,,,,102.44
,91.44,,,,,,,,,,,105.10
,92.43,,,,,,,,,,,106.08
,89.82,,,,,,,,,,,104.36
,88.96,,,,,,,,,,,102.47
,88.29,,,,,,,,,,,102.21
,87.27,,,,,,,,,,,100.62
,85.89,,,,,,,,,,,98.47
,86.06,,,,,,,,,,,98.57
,83.93,,,,,,,,,,,98.39
,88.29,,,,,,,,,,,102.21
,84.25,,,,,,,,,,,97.80
,86.95,,,,,,,,,,,100.71
,-,,,,,,,,,,,99.21
,87.57,,,,,,,,,,,100.35
,83.49,,,,,,,,,,,96.16
,84.80,,,,,,,,,,,96.13
,78.11,,,,,,,,,,,93.29
,80.30,,,,,,,,,,,94.31
,79.41,,,,,,,,,,,92.81
,78.99,,,,,,,,,,,91.91
,79.64,,,,,,,,,,,92.46
,78.24,,,,,,,,,,,93.09
,80.85,,,,,,,,,,,96.86
,84.18,,,,,,,,,,,98.19
,82.85,,,,,,,,,,,97.73
,84.01,,,,,,,,,,,99.31
,84.34,,,,,,,,,,,98.69
,82.47,,,,,,,,,,,99.36
,83.28,,,,,,,,,,,98.75
,82.13,,,,,,,,,,,100.01
,84.50,,,,,,,,,,,98.99
,84.33,,,,,,,,,,,100.68
,85.10,,,,,,,,,,,101.51
,84.08,,,,,,,,,,,-
,84.04,,,,,,,,,,,-
,83.34,,,,,,,,,,,99.92
,86.65,,,,,,,,,,,103.17
,87.46,,,,,,,,,,,104.91
,90.78,,,,,,,,,,,108.44
,-,,,,,,,,,,,108.31
,90.66,,,,,,,,,,,107.70
,90.39,,,,,,,,,,,107.54
,90.02,,,,,,,,,,,106.80
,91.29,,,,,,,,,,,109.66
,92.73,,,,,,,,,,,108.64
,91.82,,,,,,,,,,,108.22
,92.46,,,,,,,,,,,109.63
,92.78,,,,,,,,,,,111.46
,93.31,,,,,,,,,,,111.48
,94.43,,,,,,,,,,,111.00
,95.90,,,,,,,,,,,112.89
,96.91,,,,,,,,,,,112.97
,96.39,,,,,,,,,,,112.73
,97.27,,,,,,,,,,,111.68
,98.13,,,,,,,,,,,-
,98.60,,,,,,,,,,,113.09
,102.57,,,,,,,,,,,117.35
,105.21,,,,,,,,,,,118.72
,106.04,,,,,,,,,,,120.48
,104.77,,,,,,,,,,,120.19
,104.88,,,,,,,,,,,119.38
,104.64,,,,,,,,,,,119.87
,103.60,,,,,,,,,,,125.00
,103.11,,,,,,,,,,,117.88
,102.54,,,,,,,,,,,116.77
,103.49,,,,,,,,,,,118.41
,102.34,,,,,,,,,,,118.20
,102.69,,,,,,,,,,,117.15
,104.30,,,,,,,,,,,118.33
,103.09,,,,,,,,,,,118.98
,102.91,,,,,,,,,,,121.29
,103.68,,,,,,,,,,,121.39
,102.69,,,,,,,,,,,120.53
,101.12,,,,,,,,,,,121.49
,102.46,,,,,,,,,,,-
,103.23,,,,,,,,,,,122.86
,101.99,,,,,,,,,,,123.52
,104.14,,,,,,,,,,,126.13
,105.38,,,,,,,,,,,124.52
,103.22,,,,,,,,,,,124.04
,102.93,,,,,,,,,,,123.98
,105.42,,,,,,,,,,,125.38
,107.28,,,,,,,,,,,126.08
,107.15,,,,,,,,,,,126.39
,106.53,,,,,,,,,,,125.90
,105.10,,,,,,,,,,,123.74
,106.81,,,,,,,,,,,125.05
,105.86,,,,,,,,,,,125.62
,108.03,,,,,,,,,,,126.72
,107.21,,,,,,,,,,,125.67
,105.25,,,,,,,,,,,124.32
,105.66,,,,,,,,,,,126.35
,106.89,,,,,,,,,,,127.16
,106.53,,,,,,,,,,,126.12
,107.38,,,,,,,,,,,126.55
,107.00,,,,,,,,,,,126.73
,106.44,,,,,,,,,,,124.63
,104.84,,,,,,,,,,,124.50
,106.83,,,,,,,,,,,125.60
,106.62,,,,,,,,,,,125.99
,109.91,,,,,,,,,,,127.52
,107.10,,,,,,,,,,,123.75
,106.67,,,,,,,,,,,126.21
,108.42,,,,,,,,,,,127.20
,109.42,,,,,,,,,,,127.14
,107.55,,,,,,,,,,,125.30
,105.94,,,,,,,,,,,125.39
,105.79,,,,,,,,,,,123.63
,-,,,,,,,,,,,123.84
,103.53,,,,,,,,,,,121.49
,102.30,,,,,,,,,,,122.65
,101.79,,,,,,,,,,,122.47
,100.93,,,,,,,,,,,120.99
,100.68,,,,,,,,,,,121.36
,98.92,,,,,,,,,,,120.38
,99.89,,,,,,,,,,,121.12
,98.98,,,,,,,,,,,119.01
,98.77,,,,,,,,,,,119.59
,97.17,,,,,,,,,,,119.29
,97.65,,,,,,,,,,,115.62
,96.70,,,,,,,,,,,114.47
,97.59,,,,,,,,,,,115.29
,98.46,,,,,,,,,,,115.07
,98.91,,,,,,,,,,,115.21
,99.67,,,,,,,,,,,115.63
,99.82,,,,,,,,,,,114.92
,99.39,,,,,,,,,,,113.98
,98.85,,,,,,,,,,,114.09
,99.70,,,,,,,,,,,114.51
,98.44,,,,,,,,,,,113.38
,100.27,,,,,,,,,,,114.81
,100.76,,,,,,,,,,,114.78
,100.66,,,,,,,,,,,115.11
,-,,,,,,,,,,,115.35
,99.15,,,,,,,,,,,114.16
,98.84,,,,,,,,,,,116.77
,100.90,,,,,,,,,,,115.67
,102.32,,,,,,,,,,,116.60
,101.24,,,,,,,,,,,114.84
,101.72,,,,,,,,,,,114.69
,101.78,,,,,,,,,,,116.12
,103.27,,,,,,,,,,,114.66
,103.08,,,,,,,,,,,113.30
,99.65,,,,,,,,,,,109.60
,99.65,,,,,,,,,,,109.82
,99.50,,,,,,,,,,,109.97
,101.14,,,,,,,,,,,-
,99.58,,,,,,,,,,,110.14
,99.34,,,,,,,,,,,110.32
,98.60,,,,,,,,,,,109.94
,97.23,,,,,,,,,,,109.45
,93.65,,,,,,,,,,,106.25
,94.04,,,,,,,,,,,106.45
,93.65,,,,,,,,,,,106.61
,94.99,,,,,,,,,,,107.65
,99.84,,,,,,,,,,,111.08
,97.92,,,,,,,,,,,110.38
,99.51,,,,,,,,,,,110.32
,98.35,,,,,,,,,,,110.86
,100.37,,,,,,,,,,,112.33
,101.22,,,,,,,,,,,112.57
,100.76,,,,,,,,,,,113.38
,101.16,,,,,,,,,,,112.40
,100.09,,,,,,,,,,,111.21
,100.36,,,,,,,,,,,113.24
,99.78,,,,,,,,,,,112.57
,97.65,,,,,,,,,,,110.59
,-,,,,,,,,,,,108.89
,-,,,,,,,,,,,-
,96.54,,,,,,,,,,,110.18
,97.40,,,,,,,,,,,114.73
,96.51,,,,,,,,,,,109.50
,97.72,,,,,,,,,,,110.88
,99.14,,,,,,,,,,,111.76
,102.17,,,,,,,,,,,114.58
,99.52,,,,,,,,,,,114.21
,98.12,,,,,,,,,,,114.64
,98.90,,,,,,,,,,,114.66
,97.85,,,,,,,,,,,114.03
,96.29,,,,,,,,,,,115.61
,96.85,,,,,,,,,,,115.55
,95.79,,,,,,,,,,,114.77
,94.38,,,,,,,,,,,112.57
,94.20,,,,,,,,,,,112.12
,92.66,,,,,,,,,,,111.83
,91.50,,,,,,,,,,,107.67
,92.85,,,,,,,,,,,109.54
,93.35,,,,,,,,,,,111.89
,93.99,,,,,,,,,,,112.87
,90.62,,,,,,,,,,,110.47
,92.97,,,,,,,,,,,111.54
,91.33,,,,,,,,,,,-
,87.25,,,,,,,,,,,112.05
,86.11,,,,,,,,,,,110.12
,86.11,,,,,,,,,,,112.70
,88.79,,,,,,,,,,,111.03
,86.35,,,,,,,,,,,112.47
,87.23,,,,,,,,,,,112.43
,84.47,,,,,,,,,,,109.37
,85.45,,,,,,,,,,,-
,85.93,,,,,,,,,,,108.54
,85.26,,,,,,,,,,,108.64
,82.99,,,,,,,,,,,106.22
,82.27,,,,,,,,,,,104.22
,79.45,,,,,,,,,,,103.02
,75.34,,,,,,,,,,,101.70
,77.27,,,,,,,,,,,99.78
,79.21,,,,,,,,,,,104.72
,82.20,,,,,,,,,,,106.42
,81.41,,,,,,,,,,,107.62
,84.28,,,,,,,,,,,108.51
,80.84,,,,,,,,,,,105.80
,80.05,,,,,,,,,,,106.88
,79.95,,,,,,,,,,,107.39
,85.59,,,,,,,,,,,113.45
,86.32,,,,,,,,,,,112.00
,85.61,,,,,,,,,,,111.08
,87.95,,,,,,,,,,,112.91
,89.29,,,,,,,,,,,113.59
,88.76,,,,,,,,,,,110.33
,89.98,,,,,,,,,,,110.37
,88.21,,,,,,,,,,,110.90
,87.36,,,,,,,,,,,-
,88.70,,,,,,,,,,,115.39
,89.25,,,,,,,,,,,115.43
,85.90,,,,,,,,,,,110.97
,-,,,,,,,,,,,110.68
,86.64,,,,,,,,,,,-
,89.06,,,,,,,,,,,-
,88.85,,,,,,,,,,,-
,88.91,,,,,,,,,,,-
,87.37,,,,,,,,,,,-
,85.41,,,,,,,,,,,-
,84.98,,,,,,,,,,,-
,85.04,,,,,,,,,,,-
,85.77,,,,,,,,,,,-
,84.44,,,,,,,,,,,-
,82.44,,,,,,,,,,,-
,81.69,,,,,,,,,,,-
,87.53,,,,,,,,,,,-
,86.90,,,,,,,,,,,-
,87.79,,,,,,,,,,,-
,85.41,,,,,,,,,,,-
,85.66,,,,,,,,,,,-
,82.09,,,,,,,,,,,-
,78.92,,,,,,,,,,,-
,81.48,,,,,,,,,,,-
,86.91,,,,,,,,,,,-
,86.84,,,,,,,,,,,-
,91.62,,,,,,,,,,,-
,93.73,,,,,,,,,,,-
,95.20,,,,,,,,,,,-
,95.89,,,,,,,,,,,-
,97.24,,,,,,,,,,,-
,97.38,,,,,,,,,,,-
,99.56,,,,,,,,,,,-
,98.88,,,,,,,,,,,-
,99.59,,,,,,,,,,,-
,99.07,,,,,,,,,,,-
,98.21,,,,,,,,,,,-
,97.79,,,,,,,,,,,-
,95.92,,,,,,,,,,,-
,97.39,,,,,,,,,,,-
,95.77,,,,,,,,,,,-
,97.80,,,,,,,,,,,-
,96.92,,,,,,,,,,,-
,94.95,,,,,,,,,,,-
,96.30,,,,,,,,,,,-
,98.48,,,,,,,,,,,-
,96.64,,,,,,,,,,,-
,96.81,,,,,,,,,,,-
,-,,,,,,,,,,,-
,94.64,,,,,,,,,,,-
,94.97,,,,,,,,,,,-
,94.86,,,,,,,,,,,-
,92.64,,,,,,,,,,,-
,90.53,,,,,,,,,,,-
,90.87,,,,,,,,,,,-
,91.52,,,,,,,,,,,-
,94.67,,,,,,,,,,,-
,93.14,,,,,,,,,,,-
,93.34,,,,,,,,,,,-
,93.05,,,,,,,,,,,-
,94.76,,,,,,,,,,,-
,94.97,,,,,,,,,,,-
,99.24,,,,,,,,,,,-
,97.10,,,,,,,,,,,-
,99.34,,,,,,,,,,,-
,101.79,,,,,,,,,,,-
,100.82,,,,,,,,,,,-
,99.34,,,,,,,,,,,-
,98.59,,,,,,,,,,,-
,100.42,,,,,,,,,,,-
,100.49,,,,,,,,,,,-
,100.26,,,,,,,,,,,-
,102.50,,,,,,,,,,,-
,-,,,,,,,,,,,-
,100.60,,,,,,,,,,,-
,100.15,,,,,,,,,,,-
,100.89,,,,,,,,,,,-
,99.10,,,,,,,,,,,-
,96.95,,,,,,,,,,,-
,99.46,,,,,,,,,,,-
,98.36,,,,,,,,,,,-
,99.82,,,,,,,,,,,-
,97.14,,,,,,,,,,,-
,97.12,,,,,,,,,,,-
,99.43,,,,,,,,,,,-
,98.74,,,,,,,,,,,-
,98.95,,,,,,,,,,,-
,103.83,,,,,,,,,,,-
,102.58,,,,,,,,,,,-
,97.75,,,,,,,,,,,-
,98.49,,,,,,,,,,,-
,109.21,,,,,,,,,,,-
,111.01,,,,,,,,,,,-
,113.44,,,,,,,,,,,-
,113.73,,,,,,,,,,,-
,112.87,,,,,,,,,,,-
,112.84,,,,,,,,,,,-
,112.14,,,,,,,,,,,-
,111.86,,,,,,,,,,,-
,111.76,,,,,,,,,,,-
,110.86,,,,,,,,,,,-
,107.84,,,,,,,,,,,-
,107.28,,,,,,,,,,,-
,109.64,,,,,,,,,,,-
,108.48,,,,,,,,,,,-
,107.17,,,,,,,,,,,-
,106.00,,,,,,,,,,,-
,109.38,,,,,,,,,,,-
,112.80,,,,,,,,,,,-
,110.22,,,,,,,,,,,-
,108.68,,,,,,,,,,,-
,107.72,,,,,,,,,,,-
,108.51,,,,,,,,,,,-
,108.10,,,,,,,,,,,-
,106.79,,,,,,,,,,,-
,104.23,,,,,,,,,,,-
,104.92,,,,,,,,,,,-
,104.00,,,,,,,,,,,-
,105.19,,,,,,,,,,,-
,104.95,,,,,,,,,,,-
,105.22,,,,,,,,,,,-
,104.39,,,,,,,,,,,-
,102.36,,,,,,,,,,,-
,101.40,,,,,,,,,,,-
,101.50,,,,,,,,,,,-
,98.35,,,,,,,,,,,-
,97.59,,,,,,,,,,,-
,101.17,,,,,,,,,,,-
,100.84,,,,,,,,,,,-
,102.68,,,,,,,,,,,-
,104.15,,,,,,,,,,,-
,105.06,,,,,,,,,,,-
,105.53,,,,,,,,,,,-
,104.65,,,,,,,,,,,-
,101.88,,,,,,,,,,,-
,102.20,,,,,,,,,,,-
,99.65,,,,,,,,,,,-
,97.00,,,,,,,,,,,-
,97.00,,,,,,,,,,,-
,95.61,,,,,,,,,,,-
,96.48,,,,,,,,,,,-
,94.02,,,,,,,,,,,-
,-,,,,,,,,,,,-
,86.20,,,,,,,,,,,-
,86.32,,,,,,,,,,,-
,84.98,,,,,,,,,,,-
,84.32,,,,,,,,,,,-
,84.93,,,,,,,,,,,-
,85.44,,,,,,,,,,,-
,86.67,,,,,,,,,,,-
,86.82,,,,,,,,,,,-
,87.14,,,,,,,,,,,-
,87.43,,,,,,,,,,,-
,89.02,,,,,,,,,,,-
,90.69,,,,,,,,,,,-
,91.05,,,,,,,,,,,-
,90.70,,,,,,,,,,,-
,92.13,,,,,,,,,,,-
,89.28,,,,,,,,,,,-
,85.62,,,,,,,,,,,-
,87.48,,,,,,,,,,,-
,85.11,,,,,,,,,,,-
,86.52,,,,,,,,,,,-
,87.98,,,,,,,,,,,-
,88.67,,,,,,,,,,,-
,90.79,,,,,,,,,,,-
,91.28,,,,,,,,,,,-
,-,,,,,,,,,,,-
,91.53,,,,,,,,,,,-
,91.30,,,,,,,,,,,-
,91.71,,,,,,,,,,,-
,89.32,,,,,,,,,,,-
,89.32,,,,,,,,,,,-
,88.21,,,,,,,,,,,-
