日期,WTI,布伦特,迪拜,阿曼,塔皮斯,米纳斯,杜里,辛塔,大庆,胜利,欧佩克,ESPO
57.26,53.21,55.41,57.26,57.26,55.41,55.41,57.26,57.26,57.26,57.26,55.41,58.27
56.62,52.25,54.76,56.62,56.62,54.76,54.76,56.62,56.62,56.62,56.62,54.76,57.24
55.88,52.24,54.39,55.88,55.88,54.39,54.39,55.88,55.88,55.88,55.88,54.39,57.15
55.85,50.83,53.84,55.85,55.85,53.84,53.84,55.85,55.85,55.85,55.85,53.84,56.52
54.87,50.63,53.29,54.87,54.87,53.29,53.29,54.87,54.87,54.87,54.87,53.29,56.27
52.11,49.93,51.36,52.11,52.11,51.36,51.36,52.11,52.11,52.11,52.11,51.36,54.75
54.05,47.62,51.36,54.05,54.05,51.36,51.36,54.05,54.05,54.05,54.05,51.36,52.81
52.57,48.52,50.24,52.57,52.57,50.24,50.24,52.57,52.57,52.57,52.57,50.24,52.94
52.64,48.40,50.78,52.64,52.64,50.78,50.78,52.64,52.64,52.64,52.64,50.78,53.17
52.56,48.00,50.78,52.56,52.56,50.78,50.78,52.56,52.56,52.56,52.56,50.78,53.13
52.55,47.62,50.78,52.55,52.55,50.78,50.78,52.55,52.55,52.55,52.55,50.78,-
52.79,48.10,50.78,52.79,52.79,50.78,50.78,52.79,52.79,52.79,52.79,50.78,52.86
51.04,47.99,50.78,51.04,51.04,50.78,50.78,51.04,51.04,51.04,51.04,50.78,53.41
51.17,46.89,50.78,51.17,51.17,50.78,50.78,51.17,51.17,51.17,51.17,50.78,52.54
51.79,47.74,50.78,51.79,51.79,50.78,50.78,51.79,51.79,51.79,51.79,50.78,52.37
52.55,49.10,50.78,52.55,52.55,50.78,50.78,52.55,52.55,52.55,52.55,50.78,54.23
52.72,48.36,50.78,52.72,52.72,50.78,50.78,52.72,52.72,52.72,52.72,50.78,53.73
51.71,47.82,50.12,51.71,51.71,50.12,50.12,51.71,51.71,51.71,51.71,50.12,53.10
51.00,47.62,49.61,51.00,51.00,49.61,49.61,51.00,51.00,51.00,51.00,49.61,52.89
51.50,46.99,49.65,51.50,51.50,49.65,49.65,51.50,51.50,51.50,51.50,49.65,51.76
51.19,46.57,49.58,51.19,51.19,49.58,49.58,51.19,51.19,51.19,51.19,49.58,52.05
49.78,46.78,48.87,49.78,49.78,48.87,48.87,49.78,49.78,49.78,49.78,48.87,52.84
50.01,45.52,48.31,50.01,50.01,48.31,48.31,50.01,50.01,50.01,50.01,48.31,50.70
49.24,45.60,47.79,49.24,49.24,47.79,47.79,49.24,49.24,49.24,49.24,47.79,50.83
49.39,45.76,48.35,49.39,49.39,48.35,48.35,49.39,49.39,49.39,49.39,48.35,50.86
50.38,46.26,48.35,50.38,50.38,48.35,48.35,50.38,50.38,50.38,50.38,48.35,50.72
49.04,45.64,47.45,49.04,49.04,47.45,47.45,49.04,49.04,49.04,49.04,47.45,50.10
48.17,45.28,46.67,48.17,48.17,46.67,46.67,48.17,48.17,48.17,48.17,46.67,50.05
48.71,44.55,46.72,48.71,48.71,46.72,46.72,48.71,48.71,48.71,48.71,46.72,49.32
48.30,45.34,46.43,48.30,48.30,46.43,46.43,48.30,48.30,48.30,48.30,46.43,49.29
48.43,-,46.79,48.43,48.43,46.79,46.79,48.43,48.43,48.43,48.43,46.79,50.09
48.61,-,46.66,48.61,48.61,46.66,46.66,48.61,48.61,48.61,48.61,46.66,49.77
49.05,45.51,46.91,49.05,49.05,46.91,46.91,49.05,49.05,49.05,49.05,46.91,50.02
47.14,44.73,45.51,47.14,47.14,45.51,45.51,47.14,47.14,47.14,47.14,45.51,49.66
46.61,42.88,44.75,46.61,46.61,44.75,44.75,46.61,46.61,46.61,46.61,44.75,47.86
45.01,42.15,43.38,45.01,45.01,43.38,43.38,45.01,45.01,45.01,45.01,43.38,46.66
44.91,41.74,43.12,44.91,44.91,43.12,43.12,44.91,44.91,44.91,44.91,43.12,46.32
44.63,41.82,43.05,44.63,44.63,43.05,43.05,44.63,44.63,44.63,44.63,43.05,46.72
44.58,41.43,42.76,44.58,44.58,42.76,42.76,44.58,44.58,44.58,44.58,42.76,44.87
44.05,41.34,42.93,44.05,44.05,42.93,42.93,44.05,44.05,44.05,44.05,42.93,45.48
43.59,40.13,42.05,43.59,43.59,42.05,42.05,43.59,43.59,43.59,43.59,42.05,44.31
44.41,41.12,42.97,44.41,44.41,42.97,42.97,44.41,44.41,44.41,44.41,42.97,45.20
44.96,41.45,43.42,44.96,44.96,43.42,43.42,44.96,44.96,44.96,44.96,43.42,45.64
43.23,41.36,41.72,43.23,43.23,41.72,41.72,43.23,43.23,43.23,43.23,41.72,44.40
40.85,40.29,39.97,40.85,40.85,39.97,39.97,40.85,40.85,40.85,40.85,39.97,43.93
40.59,37.14,39.22,40.59,40.59,39.22,39.22,40.59,40.59,40.59,40.59,39.22,41.37
41.04,38.79,39.79,41.04,41.04,39.79,39.79,41.04,41.04,41.04,41.04,39.79,42.43
39.90,39.15,39.09,39.90,39.90,39.09,39.09,39.90,39.90,39.90,39.90,39.09,42.36
39.61,37.66,38.44,39.61,39.61,38.44,38.44,39.61,39.61,39.61,39.61,38.44,41.27
36.66,36.81,35.89,36.66,36.66,35.89,35.89,36.66,36.66,36.66,36.66,35.89,39.88
38.22,35.79,36.50,38.22,38.22,36.50,36.50,38.22,38.22,38.22,38.22,36.50,39.11
39.38,36.17,37.12,39.38,39.38,37.12,37.12,39.38,39.38,39.38,39.38,37.12,39.34
40.43,37.39,39.53,40.43,40.43,39.53,39.53,40.43,40.43,40.43,40.43,39.53,40.90
40.92,39.57,39.53,40.92,40.92,39.53,39.53,40.92,40.92,40.92,40.92,39.53,42.90
40.60,38.56,39.22,40.60,40.60,39.22,39.22,40.60,40.60,40.60,40.60,39.22,42.11
42.07,39.65,40.91,42.07,42.07,40.91,40.91,42.07,42.07,42.07,42.07,40.91,43.85
41.68,40.44,40.91,41.68,41.68,40.91,40.91,41.68,41.68,41.68,41.68,40.91,44.17
42.12,39.83,40.88,42.12,42.12,40.88,40.88,42.12,42.12,42.12,42.12,40.88,43.15
42.03,41.46,41.04,42.03,42.03,41.04,41.04,42.03,42.03,42.03,42.03,41.04,43.51
42.23,40.83,41.38,42.23,42.23,41.38,41.38,42.23,42.23,42.23,42.23,41.38,43.72
42.28,40.88,41.37,42.28,42.28,41.37,41.37,42.28,42.28,42.28,42.28,41.37,43.47
42.32,40.96,41.29,42.32,42.32,41.29,41.29,42.32,42.32,42.32,42.32,41.29,43.10
41.74,41.04,41.20,41.74,41.74,41.20,41.20,41.74,41.74,41.74,41.74,41.20,43.69
41.43,40.20,40.68,41.43,41.43,40.68,40.68,41.43,41.43,41.43,41.43,40.68,43.06
41.75,39.43,40.57,41.75,41.75,40.57,40.57,41.75,41.75,41.75,41.75,40.57,42.34
42.59,40.60,41.61,42.59,42.59,41.61,41.61,42.59,42.59,42.59,42.59,41.61,43.70
41.37,41.19,41.06,41.37,41.37,41.06,41.06,41.37,41.37,41.37,41.37,41.06,43.37
40.97,39.95,40.45,40.97,40.97,40.45,40.45,40.97,40.97,40.97,40.97,40.45,42.14
40.40,40.69,40.33,40.40,40.40,40.33,40.33,40.40,40.40,40.40,40.40,40.33,43.09
39.14,39.22,39.08,39.14,39.14,39.08,39.08,39.14,39.14,39.14,39.14,39.08,42.20
38.61,37.07,38.09,38.61,38.61,38.09,38.09,38.61,38.61,38.61,38.61,38.09,40.31
40.88,38.72,39.94,40.88,40.88,39.94,39.94,40.88,40.88,40.88,40.88,39.94,40.77
40.27,40.22,40.65,40.27,40.27,40.65,40.65,40.27,40.27,40.27,40.27,40.65,42.07
41.49,39.29,41.46,41.49,41.49,41.46,41.46,41.49,41.49,41.49,41.49,41.46,41.62
40.93,40.60,41.61,40.93,40.93,41.61,41.61,40.93,40.93,40.93,40.93,41.61,43.00
41.32,40.11,41.93,41.32,41.32,41.93,41.93,41.32,41.32,41.32,41.32,41.93,42.69
40.63,40.13,41.22,40.63,40.63,41.22,41.22,40.63,40.63,40.63,40.63,41.22,42.51
40.72,39.75,41.40,40.72,40.72,41.40,41.40,40.72,40.72,40.72,40.72,41.40,42.86
40.90,39.60,41.32,40.90,40.90,41.32,41.32,40.90,40.90,40.90,40.90,41.32,42.77
41.53,39.31,41.49,41.53,41.53,41.49,41.49,41.53,41.53,41.53,41.53,41.49,42.13
42.72,41.11,42.98,42.72,42.72,42.98,42.98,42.72,42.72,42.72,42.72,42.98,44.23
43.29,40.97,42.07,43.29,43.29,42.07,42.07,43.29,43.29,43.29,43.29,42.07,43.89
42.81,40.16,41.29,42.81,42.81,41.29,41.29,42.81,42.81,42.81,42.81,41.29,42.56
40.98,38.28,39.35,40.98,40.98,39.35,39.35,40.98,40.98,40.98,40.98,39.35,40.75
40.97,37.26,38.96,40.97,40.97,38.96,38.96,40.97,40.97,40.97,40.97,38.96,40.06
41.30,37.33,39.37,41.30,41.30,39.37,39.37,41.30,41.30,41.30,41.30,39.37,40.46
41.80,37.30,39.83,41.80,41.80,39.83,39.83,41.80,41.80,41.80,41.80,39.83,40.71
41.48,38.05,39.82,41.48,41.48,39.82,39.82,41.48,41.48,41.48,41.48,39.82,41.01
42.26,36.76,40.29,42.26,42.26,40.29,40.29,42.26,42.26,42.26,42.26,40.29,40.22
42.92,-,41.64,42.92,42.92,41.64,41.64,42.92,42.92,42.92,42.92,41.64,42.44
45.12,39.77,43.42,45.12,45.12,43.42,43.42,45.12,45.12,45.12,45.12,43.42,43.21
44.93,41.37,43.36,44.93,44.93,43.36,43.36,44.93,44.93,44.93,44.93,43.36,43.59
46.95,41.51,45.03,46.95,46.95,45.03,45.03,46.95,46.95,46.95,46.95,45.03,44.94
46.66,42.76,45.30,46.66,46.66,45.30,45.30,46.66,46.66,46.66,46.66,45.30,45.88
47.39,42.61,46.27,47.39,47.39,46.27,46.27,47.39,47.39,47.39,47.39,46.27,-
46.47,42.97,45.33,46.47,46.47,45.33,45.33,46.47,46.47,46.47,46.47,45.33,45.63
47.75,43.04,45.81,47.75,47.75,45.81,45.81,47.75,47.75,47.75,47.75,45.81,45.28
47.97,43.39,46.05,47.97,47.97,46.05,46.05,47.97,47.97,47.97,47.97,46.05,46.08
47.31,43.19,45.87,47.31,47.31,45.87,45.87,47.31,47.31,47.31,47.31,45.87,46.37
46.75,42.46,45.19,46.75,46.75,45.19,45.19,46.75,46.75,46.75,46.75,45.19,45.48
46.87,42.18,44.92,46.87,46.87,44.92,44.92,46.87,46.87,46.87,46.87,44.92,44.36
46.96,42.58,45.05,46.96,46.96,45.05,45.05,46.96,46.96,46.96,46.96,45.05,44.97
47.02,42.93,45.19,47.02,47.02,45.19,45.19,47.02,47.02,47.02,47.02,45.19,45.23
47.49,42.89,45.49,47.49,47.49,45.49,45.49,47.49,47.49,47.49,47.49,45.49,45.38
47.06,42.89,44.94,47.06,47.06,44.94,44.94,47.06,47.06,47.06,47.06,44.94,45.42
46.88,42.01,44.62,46.88,46.88,44.62,44.62,46.88,46.88,46.88,46.88,44.62,44.94
47.53,42.24,41.93,47.53,47.53,41.93,41.93,47.53,47.53,47.53,47.53,41.93,45.40
47.07,42.67,45.08,47.07,47.07,45.08,45.08,47.07,47.07,47.07,47.07,45.08,45.57
47.42,41.61,45.21,47.42,47.42,45.21,45.21,47.42,47.42,47.42,47.42,45.21,45.53
-,41.94,45.01,-,-,45.01,45.01,-,-,-,-,45.01,45.29
46.60,41.22,44.87,46.60,46.60,44.87,44.87,46.60,46.60,46.60,46.60,44.87,44.98
46.82,41.95,45.17,46.82,46.82,45.17,45.17,46.82,46.82,46.82,46.82,45.17,45.67
46.59,42.19,45.34,46.59,46.59,45.34,45.34,46.59,46.59,46.59,46.59,45.34,46.49
45.64,41.70,44.27,45.64,45.64,44.27,44.27,45.64,45.64,45.64,45.64,44.27,45.02
45.46,41.01,44.02,45.46,45.46,44.02,44.02,45.46,45.46,45.46,45.46,44.02,44.94
-,40.27,43.02,-,-,43.02,43.02,-,-,-,-,43.02,43.80
45.94,39.92,43.40,45.94,45.94,43.40,43.40,45.94,45.94,45.94,45.94,43.40,43.51
46.23,41.27,43.40,46.23,46.23,43.40,43.40,46.23,46.23,46.23,46.23,43.40,44.73
45.96,41.04,43.40,45.96,45.96,43.40,43.40,45.96,45.96,45.96,45.96,43.40,44.25
45.79,41.60,43.14,45.79,45.79,43.14,43.14,45.79,45.79,45.79,45.79,43.14,43.71
45.56,41.14,43.38,45.56,45.56,43.38,43.38,45.56,45.56,45.56,45.56,43.38,44.20
46.27,41.02,44.62,46.27,46.27,44.62,44.62,46.27,46.27,46.27,46.27,44.62,44.86
45.64,41.84,44.24,45.64,45.64,44.24,44.24,45.64,45.64,45.64,45.64,44.24,44.60
45.32,41.99,44.29,45.32,45.32,44.29,44.29,45.32,45.32,45.32,45.32,44.29,45.55
44.39,40.81,43.03,44.39,44.39,43.03,43.03,44.39,44.39,44.39,44.39,43.03,43.73
44.54,40.59,43.22,44.54,44.54,43.22,43.22,44.54,44.54,44.54,44.54,43.22,43.80
44.73,40.75,43.80,44.73,44.73,43.80,43.80,44.73,44.73,44.73,44.73,43.80,44.95
44.86,41.20,44.12,44.86,44.86,44.12,44.12,44.86,44.86,44.86,44.86,44.12,46.33
43.66,40.29,43.02,43.66,43.66,43.02,43.02,43.66,43.66,43.66,43.66,43.02,46.08
44.28,40.10,43.38,44.28,44.28,43.38,43.38,44.28,44.28,44.28,44.28,43.38,46.13
-,40.55,43.46,-,-,43.46,43.46,-,-,-,-,43.46,45.81
44.67,39.62,43.31,44.67,44.67,43.31,43.31,44.67,44.67,44.67,44.67,43.31,45.26
44.33,40.90,43.44,44.33,44.33,43.44,43.44,44.33,44.33,44.33,44.33,43.44,45.74
43.88,40.62,43.15,43.88,43.88,43.15,43.15,43.88,43.88,43.88,43.88,43.15,45.93
44.85,40.63,43.54,44.85,44.85,43.54,43.54,44.85,44.85,44.85,44.85,43.54,45.92
43.75,-,42.93,43.75,43.75,42.93,42.93,43.75,43.75,43.75,43.75,42.93,45.32
43.32,40.65,42.89,43.32,43.32,42.89,42.89,43.32,43.32,43.32,43.32,42.89,45.06
42.77,39.82,42.66,42.77,42.77,42.66,42.66,42.77,42.77,42.77,42.77,42.66,44.53
42.18,39.27,38.22,42.18,42.18,38.22,38.22,42.18,42.18,42.18,42.18,38.22,44.41
40.82,39.70,37.33,40.82,40.82,37.33,37.33,40.82,40.82,40.82,40.82,37.33,43.98
41.90,38.49,37.99,41.90,41.90,37.99,37.99,41.90,41.90,41.90,41.90,37.99,43.29
40.65,38.67,37.18,40.65,40.65,37.18,37.18,40.65,40.65,40.65,40.65,37.18,43.82
42.73,37.91,38.17,42.73,42.73,38.17,38.17,42.73,42.73,42.73,42.73,38.17,43.67
43.70,40.27,39.85,43.70,43.70,39.85,39.85,43.70,43.70,43.70,43.70,39.85,46.33
42.46,40.46,38.96,42.46,42.46,38.96,38.96,42.46,42.46,42.46,42.46,38.96,45.56
42.84,39.75,39.45,42.84,42.84,39.45,39.45,42.84,42.84,42.84,42.84,39.45,45.47
40.96,38.84,37.70,40.96,40.96,37.70,37.70,40.96,40.96,40.96,40.96,37.70,44.14
41.62,37.96,37.59,41.62,41.62,37.59,37.59,41.62,41.62,41.62,41.62,37.59,43.36
40.57,38.38,36.75,40.57,40.57,36.75,36.75,40.57,40.57,40.57,40.57,36.75,42.91
38.50,37.12,35.09,38.50,38.50,35.09,35.09,38.50,38.50,38.50,38.50,35.09,42.07
38.55,36.26,35.06,38.55,38.55,35.06,35.06,38.55,38.55,38.55,38.55,35.06,41.92
40.51,36.34,36.55,40.51,40.51,36.55,36.55,40.51,40.51,40.51,40.51,36.55,42.20
40.72,39.60,37.09,40.72,40.72,37.09,37.09,40.72,40.72,40.72,40.72,37.09,44.27
40.32,38.94,37.09,40.32,40.32,37.09,37.09,40.32,40.32,40.32,40.32,37.09,43.88
42.30,38.19,38.89,42.30,42.30,38.89,38.89,42.30,42.30,42.30,42.30,38.89,44.36
39.92,39.55,36.83,39.92,39.92,36.83,36.83,39.92,39.92,39.92,39.92,36.83,45.13
38.89,37.41,34.84,38.89,38.89,34.84,34.84,38.89,38.89,38.89,38.89,34.84,42.47
39.48,37.29,35.46,39.48,39.48,35.46,35.46,39.48,39.48,39.48,39.48,35.46,42.21
38.25,36.81,34.95,38.25,38.25,34.95,34.95,38.25,38.25,38.25,38.25,34.95,42.33
37.29,35.44,33.68,37.29,37.29,33.68,33.68,37.29,37.29,37.29,37.29,33.68,40.68
34.92,35.49,28.45,34.92,34.92,28.45,28.45,34.92,34.92,34.92,34.92,28.45,39.12
34.37,33.71,28.45,34.37,34.37,28.45,28.45,34.37,34.37,34.37,34.37,28.45,38.50
36.19,32.81,29.03,36.19,36.19,29.03,29.03,36.19,36.19,36.19,36.19,29.03,38.27
36.43,34.35,29.75,36.43,36.43,29.75,29.75,36.43,36.43,36.43,36.43,29.75,39.56
34.38,33.55,28.06,34.38,34.38,28.06,28.06,34.38,34.38,34.38,34.38,28.06,38.47
36.06,34.14,28.43,36.06,36.06,28.43,28.43,36.06,36.06,36.06,36.06,28.43,38.71
34.67,33.81,28.43,34.67,34.67,28.43,28.43,34.67,34.67,34.67,34.67,28.43,38.33
34.86,32.54,28.43,34.86,34.86,28.43,28.43,34.86,34.86,34.86,34.86,28.43,36.74
33.36,31.82,28.21,33.36,33.36,28.21,28.21,33.36,33.36,33.36,33.36,28.21,36.62
31.67,29.43,26.54,31.67,31.67,26.54,26.54,31.67,31.67,31.67,31.67,26.54,33.11
29.42,27.56,24.93,29.42,29.42,24.93,24.93,29.42,29.42,29.42,29.42,24.93,31.00
29.09,25.29,23.25,29.09,29.09,23.25,23.25,29.09,29.09,29.09,29.09,23.25,29.75
29.72,25.78,22.83,29.72,29.72,22.83,22.83,29.72,29.72,29.72,29.72,22.83,29.40
30.19,24.14,22.71,30.19,30.19,22.71,22.71,30.19,30.19,30.19,30.19,22.71,29.49
28.69,24.74,22.21,28.69,28.69,22.21,22.21,28.69,28.69,28.69,28.69,22.21,-
-,23.55,22.91,-,-,22.91,22.91,-,-,-,-,22.91,29.88
30.05,23.99,22.40,30.05,30.05,22.40,22.40,30.05,30.05,30.05,30.05,22.40,28.30
27.36,24.56,21.44,27.36,27.36,21.44,21.44,27.36,27.36,27.36,27.36,21.44,29.20
24.29,20.39,18.36,24.29,24.29,18.36,18.36,24.29,24.29,24.29,24.29,18.36,26.24
-,19.78,16.52,-,-,16.52,16.52,-,-,-,-,16.52,25.32
24.38,18.84,14.36,24.38,24.38,14.36,14.36,24.38,24.38,24.38,24.38,14.36,24.64
20.58,15.06,14.36,20.58,20.58,14.36,14.36,20.58,20.58,20.58,20.58,14.36,22.53
19.75,12.34,12.41,19.75,19.75,12.41,12.41,19.75,19.75,19.75,19.75,12.41,20.87
21.46,12.78,13.30,21.46,21.46,13.30,13.30,21.46,21.46,21.46,21.46,13.30,20.28
22.31,16.29,14.31,22.31,22.31,14.31,14.31,22.31,22.31,22.31,22.31,14.31,22.03
23.60,15.70,15.23,23.60,23.60,15.23,15.23,23.60,23.60,23.60,23.60,15.23,22.82
19.64,11.78,12.22,19.64,19.64,12.22,12.22,19.64,19.64,19.64,19.64,12.22,20.67
25.42,10.01,14.63,25.42,25.42,14.63,14.63,25.42,25.42,25.42,25.42,14.63,21.00
29.47,-37.63,14.19,29.47,29.47,14.19,14.19,29.47,29.47,29.47,29.47,14.19,25.55
30.35,18.27,18.16,30.35,30.35,18.16,18.16,30.35,30.35,30.35,30.35,18.16,27.92
30.51,19.87,17.73,30.51,30.51,17.73,17.73,30.51,30.51,30.51,30.51,17.73,27.51
31.97,19.87,17.51,31.97,31.97,17.51,17.51,31.97,31.97,31.97,31.97,17.51,27.41
36.15,20.11,19.70,36.15,36.15,19.70,19.70,36.15,36.15,36.15,36.15,19.70,29.79
34.98,22.41,21.18,34.98,34.98,21.18,21.18,34.98,34.98,34.98,34.98,21.18,-
35.58,22.76,21.19,35.58,35.58,21.19,21.19,35.58,35.58,35.58,35.58,21.19,30.44
32.92,25.09,21.19,32.92,32.92,21.19,21.19,32.92,32.92,32.92,32.92,21.19,31.13
34.34,23.63,22.67,34.34,34.34,22.67,22.67,34.34,34.34,34.34,34.34,22.67,32.34
34.07,26.08,23.48,34.07,34.07,23.48,23.48,34.07,34.07,34.07,34.07,23.48,31.96
30.92,28.34,23.01,30.92,30.92,23.01,23.01,30.92,30.92,30.92,30.92,23.01,32.82
27.60,25.32,18.93,27.60,27.60,18.93,18.93,27.60,27.60,27.60,27.60,18.93,29.37
26.43,20.31,16.87,26.43,26.43,16.87,16.87,26.43,26.43,26.43,26.43,16.87,27.96
28.73,20.48,22.61,28.73,28.73,22.61,22.61,28.73,28.73,28.73,28.73,22.61,28.18
28.79,20.09,21.66,28.79,28.79,21.66,21.66,28.79,28.79,28.79,28.79,21.66,28.11
30.80,21.51,24.26,30.80,30.80,24.26,24.26,30.80,30.80,30.80,30.80,24.26,29.44
31.75,22.60,26.04,31.75,31.75,26.04,26.04,31.75,31.75,31.75,31.75,26.04,31.34
33.16,17.99,26.94,33.16,33.16,26.94,26.94,33.16,33.16,33.16,33.16,26.94,31.96
32.93,20.76,26.53,32.93,32.93,26.53,26.53,32.93,32.93,32.93,32.93,26.53,31.94
31.29,20.36,24.72,31.29,31.29,24.72,24.72,31.29,31.29,31.29,31.29,24.72,29.75
35.09,22.53,28.57,35.09,35.09,28.57,28.57,35.09,35.09,35.09,35.09,28.57,31.89
31.73,25.22,27.31,31.73,31.73,27.31,27.31,31.73,31.73,31.73,31.73,27.31,31.35
33.42,20.37,27.31,33.42,33.42,27.31,27.31,33.42,33.42,33.42,33.42,27.31,30.10
35.94,26.95,30.36,35.94,35.94,30.36,30.36,35.94,35.94,35.94,35.94,30.36,33.34
36.87,28.70,30.63,36.87,36.87,30.63,30.63,36.87,36.87,36.87,36.87,30.63,33.51
39.89,31.73,34.13,39.89,39.89,34.13,34.13,39.89,39.89,39.89,39.89,34.13,35.81
39.49,31.50,33.25,39.49,39.49,33.25,33.25,39.49,39.49,39.49,39.49,33.25,34.68
41.56,32.98,35.54,41.56,41.56,35.54,35.54,41.56,41.56,41.56,41.56,35.54,36.80
41.01,34.36,35.71,41.01,41.01,35.71,35.71,41.01,41.01,41.01,41.01,35.71,36.70
40.62,31.13,34.71,40.62,40.62,34.71,34.71,40.62,40.62,40.62,40.62,34.71,36.36
53.29,41.28,48.33,53.29,53.29,48.33,48.33,53.29,53.29,53.29,53.29,48.33,47.28
55.54,45.90,51.74,55.54,55.54,51.74,51.74,55.54,55.54,55.54,55.54,51.74,52.99
56.05,46.78,51.99,56.05,56.05,51.99,51.99,56.05,56.05,56.05,56.05,51.99,53.33
56.94,47.18,52.65,56.94,56.94,52.65,52.65,56.94,56.94,56.94,56.94,52.65,53.38
55.82,46.75,51.65,55.82,55.82,51.65,51.65,55.82,55.82,55.82,55.82,51.65,52.92
54.79,44.76,50.16,54.79,54.79,50.16,50.16,54.79,54.79,54.79,54.79,50.16,50.64
56.74,47.09,51.89,56.74,56.74,51.89,51.89,56.74,56.74,56.74,56.74,51.89,52.15
58.53,48.73,54.01,58.53,58.53,54.01,54.01,58.53,58.53,58.53,58.53,54.01,54.98
60.63,49.82,55.88,60.63,60.63,55.88,55.88,60.63,60.63,60.63,60.63,55.88,56.13
60.94,51.35,56.11,60.94,60.94,56.11,56.11,60.94,60.94,60.94,60.94,56.11,56.22
62.93,53.31,58.17,62.93,62.93,58.17,58.17,62.93,62.93,62.93,62.93,58.17,58.60
63.33,53.78,58.94,63.33,63.33,58.94,58.94,63.33,63.33,63.33,63.33,58.94,60.07
62.75,53.29,58.35,62.75,62.75,58.35,58.35,62.75,62.75,62.75,62.75,58.35,59.93
61.51,52.05,56.68,61.51,61.51,56.68,56.68,61.51,61.51,61.51,61.51,56.68,57.79
62.26,-,57.24,62.26,62.26,57.24,57.24,62.26,62.26,62.26,62.26,57.24,58.31
61.57,51.42,56.73,61.57,61.57,56.73,56.73,61.57,61.57,61.57,61.57,56.73,58.28
61.00,51.42,55.86,61.00,61.00,55.86,55.86,61.00,61.00,61.00,61.00,55.86,58.28
60.68,51.17,55.54,60.68,60.68,55.54,55.54,60.68,60.68,60.68,60.68,55.54,58.33
59.80,49.94,54.16,59.80,59.80,54.16,54.16,59.80,59.80,59.80,59.80,54.16,57.33
60.04,49.57,54.17,60.04,60.04,54.17,54.17,60.04,60.04,60.04,60.04,54.17,57.29
60.64,50.32,55.11,60.64,60.64,55.11,55.11,60.64,60.64,60.64,60.64,55.11,58.73
61.80,50.95,55.72,61.80,61.80,55.72,55.72,61.80,61.80,61.80,61.80,55.72,58.81
60.18,50.75,54.99,60.18,60.18,54.99,54.99,60.18,60.18,60.18,60.18,54.99,59.44
60.84,49.61,54.66,60.84,60.84,54.66,54.66,60.84,60.84,60.84,60.84,54.66,58.06
62.11,50.11,55.51,62.11,62.11,55.51,55.51,62.11,62.11,62.11,62.11,55.51,58.17
64.20,51.56,58.94,64.20,64.20,58.94,58.94,64.20,64.20,64.20,64.20,58.94,60.25
64.28,52.14,58.80,64.28,64.28,58.80,58.80,64.28,64.28,64.28,64.28,58.80,61.15
65.70,53.33,61.04,65.70,65.70,61.04,61.04,65.70,65.70,65.70,65.70,61.04,62.46
64.67,53.48,60.67,64.67,64.67,60.67,60.67,64.67,64.67,64.67,64.67,60.67,62.81
-,53.14,61.98,-,-,61.98,61.98,-,-,-,-,61.98,62.04
67.77,54.10,62.52,67.77,67.77,62.52,62.52,67.77,67.77,67.77,67.77,62.52,63.48
67.86,55.50,63.26,67.86,67.86,63.26,63.26,67.86,67.86,67.86,67.86,63.26,64.98
69.40,56.64,64.66,69.40,69.40,64.66,64.66,69.40,69.40,69.40,69.40,64.66,67.15
69.47,58.34,65.26,69.47,69.47,65.26,65.26,69.47,69.47,69.47,69.47,65.26,68.89
70.23,-,66.11,70.23,70.23,66.11,66.11,70.23,70.23,70.23,70.23,66.11,69.96
69.60,58.54,65.58,69.60,69.60,65.58,65.58,69.60,69.60,69.60,69.60,65.58,69.59
69.22,58.52,65.62,69.22,69.22,65.62,65.62,69.22,69.22,69.22,69.22,65.62,70.21
69.61,57.81,65.32,69.61,69.61,65.32,65.32,69.61,69.61,69.61,69.61,65.32,69.52
69.45,58.23,65.63,69.45,69.45,65.63,65.63,69.45,69.45,69.45,69.45,65.63,70.32
70.48,58.08,66.07,70.48,70.48,66.07,66.07,70.48,70.48,70.48,70.48,66.07,70.09
70.83,59.04,67.04,70.83,70.83,67.04,67.04,70.83,70.83,70.83,70.83,67.04,71.30
71.09,59.56,67.26,71.09,71.09,67.26,67.26,71.09,71.09,71.09,71.09,67.26,71.26
75.17,59.61,69.60,75.17,75.17,69.60,69.60,75.17,75.17,75.17,75.17,69.60,72.19
74.52,62.70,69.62,74.52,74.52,69.62,69.62,74.52,74.52,74.52,74.52,69.62,73.63
75.89,63.27,70.89,75.89,75.89,70.89,70.89,75.89,75.89,75.89,75.89,70.89,74.36
74.21,63.05,67.15,74.21,74.21,67.15,67.15,74.21,74.21,74.21,74.21,67.15,73.20
72.38,61.18,67.15,72.38,72.38,67.15,67.15,72.38,72.38,72.38,72.38,67.15,71.16
72.69,61.06,67.96,72.69,72.69,67.96,67.96,72.69,72.69,72.69,72.69,67.96,72.08
72.97,61.68,67.93,72.97,72.97,67.93,67.93,72.97,72.97,72.97,72.97,67.93,72.86
72.84,61.72,67.93,72.84,72.84,67.93,67.93,72.84,72.84,72.84,72.84,67.93,73.25
71.92,61.68,67.93,71.92,71.92,67.93,67.93,71.92,71.92,71.92,71.92,67.93,72.23
70.99,61.11,67.93,70.99,70.99,67.93,67.93,70.99,70.99,70.99,70.99,67.93,72.23
