"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018-1-16","66.05","66.05","66.05","66.05","","-0.47%"
"2018-1-12","66.36","66.36","66.36","66.36","","0.44%"
"2018-1-11","66.07","66.07","66.07","66.07","","0.09%"
"2018-1-10","66.01","66.01","66.01","66.01","","0.30%"
"2018-1-9","65.81","65.81","65.81","65.81","","1.11%"
"2018-1-8","65.09","65.09","65.09","65.09","","0.23%"
"2018-1-5","64.94","64.94","64.94","64.94","","-0.57%"
"2018-1-4","65.31","65.31","65.31","65.31","","0.11%"
"2018-1-3","65.24","65.24","65.24","65.24","","1.91%"
"2018-1-2","64.02","64.02","64.02","64.02","","3.93%"
"2017-12-29","61.60","61.60","61.60","61.60","","0.06%"
"2017-12-28","61.56","61.56","61.56","61.56","","0.07%"
"2017-12-27","61.52","61.52","61.52","61.52","","-0.13%"
"2017-12-26","61.60","61.60","61.60","61.60","","0.74%"
"2017-12-22","61.15","61.15","61.15","61.15","","-0.24%"
"2017-12-21","61.30","61.30","61.30","61.30","","0.03%"
"2017-12-20","61.28","61.28","61.28","61.28","","0.43%"
"2017-12-19","61.02","61.02","61.02","61.02","","0.36%"
"2017-12-18","60.80","60.80","60.80","60.80","","0.16%"
"2017-12-15","60.70","60.70","60.70","60.70","","0.08%"
"2017-12-14","60.65","60.65","60.65","60.65","","0.88%"
"2017-12-13","60.12","60.12","60.12","60.12","","-0.73%"
"2017-12-12","60.56","60.56","60.56","60.56","","-1.72%"
"2017-12-11","61.62","61.62","61.62","61.62","","1.28%"
"2017-12-8","60.84","60.84","60.84","60.84","","1.03%"
"2017-12-7","60.22","60.22","60.22","60.22","","1.48%"
"2017-12-6","59.34","59.34","59.34","59.34","","-2.00%"
"2017-12-5","60.55","60.55","60.55","60.55","","0.88%"
"2017-12-4","60.02","60.02","60.02","60.02","","-1.98%"
"2017-12-1","61.23","61.23","61.23","61.23","","0.67%"
"2017-11-30","60.82","60.82","60.82","60.82","","0.03%"
"2017-11-29","60.80","60.80","60.80","60.80","","0.00%"
"2017-11-28","60.80","60.80","60.80","60.80","","-0.13%"
"2017-11-27","60.88","60.88","60.88","60.88","","-0.07%"
"2017-11-24","60.92","60.92","60.92","60.92","","0.23%"
"2017-11-22","60.78","60.78","60.78","60.78","","0.25%"
"2017-11-21","60.63","60.63","60.63","60.63","0.01K","0.13%"
"2017-11-20","60.55","60.55","60.55","60.55","0.40K","-0.44%"
"2017-11-17","60.82","60.82","60.82","60.82","","1.00%"
"2017-11-16","60.22","60.22","60.22","60.22","","-0.45%"
"2017-11-15","60.49","60.49","60.49","60.49","","-0.33%"
"2017-11-14","60.69","60.69","60.69","60.69","","-0.80%"
"2017-11-13","61.18","61.18","61.18","61.18","","-0.20%"
"2017-11-10","61.30","61.30","61.30","61.30","","-0.42%"
"2017-11-9","61.56","61.56","61.56","61.56","","0.69%"
"2017-11-8","61.14","61.14","61.14","61.14","","-0.10%"
"2017-11-7","61.20","61.20","61.20","61.20","","-1.02%"
"2017-11-6","61.83","61.83","61.83","61.83","","2.79%"
"2017-11-3","60.15","60.15","60.15","60.15","","2.17%"
"2017-11-2","58.87","58.87","58.87","58.87","","0.24%"
"2017-11-1","58.73","58.73","58.73","58.73","","5.72%"
"2017-10-31","55.55","55.55","55.55","55.55","","0.02%"
"2017-10-30","55.54","55.54","55.54","55.54","","-0.02%"
"2017-10-27","55.55","55.55","55.55","55.55","","0.18%"
"2017-10-26","55.45","55.45","55.45","55.45","","0.20%"
"2017-10-25","55.34","55.34","55.34","55.34","","-0.09%"
"2017-10-24","55.39","55.39","55.39","55.39","","0.45%"
"2017-10-23","55.14","55.14","55.14","55.14","","-0.24%"
"2017-10-20","55.27","55.27","55.27","55.27","","0.25%"
"2017-10-19","55.13","55.13","55.13","55.13","","-0.63%"
"2017-10-18","55.48","55.48","55.48","55.48","","0.20%"
"2017-10-17","55.37","55.37","55.37","55.37","","0.05%"
"2017-10-16","55.34","55.34","55.34","55.34","","0.55%"
"2017-10-13","55.04","55.04","55.04","55.04","","0.92%"
"2017-10-12","54.54","54.54","54.54","54.54","","-0.53%"
"2017-10-11","54.83","54.83","54.83","54.83","","0.40%"
"2017-10-10","54.61","54.61","54.61","54.61","","0.94%"
"2017-10-9","54.10","54.10","54.10","54.10","","0.28%"
"2017-10-6","53.95","53.95","53.95","53.95","","-2.30%"
"2017-10-5","55.22","55.22","55.22","55.22","","1.71%"
"2017-10-4","54.29","54.29","54.29","54.29","","-0.24%"
"2017-10-3","54.42","54.42","54.42","54.42","","-0.55%"
"2017-10-2","54.72","54.72","54.72","54.72","","1.96%"
"2017-9-29","53.67","53.67","53.67","53.67","","0.07%"
"2017-9-28","53.63","53.63","53.63","53.63","","-0.07%"
"2017-9-27","53.67","53.67","53.67","53.67","","-0.19%"
"2017-9-26","53.77","53.77","53.77","53.77","","-0.28%"
"2017-9-25","53.92","53.92","53.92","53.92","","0.60%"
"2017-9-22","53.60","53.60","53.60","53.60","","0.15%"
"2017-9-21","53.52","53.52","53.52","53.52","","0.02%"
"2017-9-20","53.51","53.51","53.51","53.51","","0.79%"
"2017-9-19","53.09","53.09","53.09","53.09","","-0.30%"
"2017-9-18","53.25","53.25","53.25","53.25","","-0.06%"
"2017-9-15","53.28","53.28","53.28","53.28","","0.11%"
"2017-9-14","53.22","53.22","53.22","53.22","","0.30%"
"2017-9-13","53.06","53.06","53.06","53.06","","0.91%"
"2017-9-12","52.58","52.58","52.58","52.58","0.10K","0.44%"
"2017-9-11","52.35","52.35","52.35","52.35","","0.21%"
"2017-9-8","52.24","52.24","52.24","52.24","","-1.02%"
"2017-9-7","52.78","52.78","52.78","52.78","","0.04%"
"2017-9-6","52.76","52.76","52.76","52.76","","1.42%"
"2017-9-5","52.02","52.02","52.02","52.02","","1.03%"
"2017-9-1","51.49","51.49","51.49","51.49","","2.53%"
"2017-8-31","50.22","50.22","50.22","50.22","0.33K","0.00%"
"2017-8-30","50.22","50.22","50.22","50.22","0.15K","-0.06%"
"2017-8-29","50.25","50.25","50.25","50.25","0.15K","0.02%"
"2017-8-28","50.24","50.24","50.24","50.24","","-0.12%"
"2017-8-25","50.30","50.30","50.30","50.30","","0.18%"
"2017-8-24","50.21","50.21","50.21","50.21","","-0.30%"
"2017-8-23","50.36","50.36","50.36","50.36","","0.44%"
"2017-8-22","50.14","50.14","50.14","50.14","","0.10%"
"2017-8-21","50.09","50.09","50.09","50.09","","-0.71%"
"2017-8-18","50.45","50.45","50.45","50.45","","1.22%"
"2017-8-17","49.84","49.84","49.84","49.84","","0.54%"
"2017-8-16","49.57","49.57","49.57","49.57","","-0.66%"
"2017-8-15","49.90","49.90","49.90","49.90","","0.10%"
"2017-8-14","49.85","49.85","49.85","49.85","","-1.54%"
"2017-8-11","50.63","50.63","50.63","50.63","","0.08%"
"2017-8-10","50.59","50.59","50.59","50.59","","-0.14%"
"2017-8-9","50.66","50.66","50.66","50.66","","-0.28%"
"2017-8-8","50.80","50.80","50.80","50.80","","-0.39%"
"2017-8-7","51.00","51.00","51.00","51.00","","-0.20%"
"2017-8-4","51.10","51.10","51.10","51.10","","0.91%"
"2017-8-3","50.64","50.64","50.64","50.64","","-0.76%"
"2017-8-2","51.03","51.03","51.03","51.03","","1.21%"
"2017-8-1","50.42","50.42","50.42","50.42","","5.99%"
"2017-7-31","47.57","47.57","47.57","47.57","","0.02%"
"2017-7-28","47.56","47.56","47.56","47.56","","0.00%"
"2017-7-27","47.56","47.56","47.56","47.56","","0.08%"
"2017-7-26","47.52","47.52","47.52","47.52","","0.23%"
"2017-7-25","47.41","47.41","47.41","47.41","","0.64%"
"2017-7-24","47.11","47.11","47.11","47.11","","0.23%"
"2017-7-21","47.00","47.00","47.00","47.00","","-0.68%"
"2017-7-20","47.32","47.32","47.32","47.32","0.10K","-0.29%"
"2017-7-19","47.46","47.46","47.46","47.46","","0.68%"
"2017-7-18","47.14","47.14","47.14","47.14","","0.34%"
"2017-7-17","46.98","46.98","46.98","46.98","","-0.53%"
"2017-7-14","47.23","47.23","47.23","47.23","","0.60%"
"2017-7-13","46.95","46.95","46.95","46.95","","0.79%"
"2017-7-12","46.58","46.58","46.58","46.58","","0.32%"
"2017-7-11","46.43","46.43","46.43","46.43","","0.87%"
"2017-7-10","46.03","46.03","46.03","46.03","","0.33%"
"2017-7-7","45.88","45.88","45.88","45.88","","-2.40%"
"2017-7-6","47.01","47.01","47.01","47.01","","0.45%"
"2017-7-5","46.80","46.80","46.80","46.80","","-3.58%"
"2017-7-3","48.54","48.54","48.54","48.54","","4.45%"
"2017-6-30","46.47","46.47","46.47","46.47","","0.00%"
"2017-6-29","46.47","46.47","46.47","46.47","","0.04%"
"2017-6-28","46.45","46.45","46.45","46.45","0.15K","0.13%"
"2017-6-27","46.39","46.39","46.39","46.39","","0.30%"
"2017-6-26","46.25","46.25","46.25","46.25","","0.13%"
"2017-6-23","46.19","46.19","46.19","46.19","","0.20%"
"2017-6-22","46.10","46.10","46.10","46.10","","0.24%"
"2017-6-21","45.99","45.99","45.99","45.99","","-0.69%"
"2017-6-20","46.31","46.31","46.31","46.31","","-0.52%"
"2017-6-19","46.55","46.55","46.55","46.55","","-0.39%"
"2017-6-16","46.73","46.73","46.73","46.73","","0.30%"
"2017-6-15","46.59","46.59","46.59","46.59","","-0.21%"
"2017-6-14","46.69","46.69","46.69","46.69","","-2.08%"
"2017-6-13","47.68","47.68","47.68","47.68","","0.42%"
"2017-6-12","47.48","47.48","47.48","47.48","","0.21%"
"2017-6-9","47.38","47.38","47.38","47.38","","0.55%"
"2017-6-8","47.12","47.12","47.12","47.12","","-0.13%"
"2017-6-7","47.18","47.18","47.18","47.18","","-3.24%"
"2017-6-6","48.76","48.76","48.76","48.76","","1.06%"
"2017-6-5","48.25","48.25","48.25","48.25","","-1.05%"
"2017-6-2","48.76","48.76","48.76","48.76","","-1.44%"
"2017-6-1","49.47","49.47","49.47","49.47","","-2.12%"
"2017-5-31","50.54","50.54","50.54","50.54","","-0.08%"
"2017-5-30","50.58","50.58","50.58","50.58","","-0.02%"
"2017-5-26","50.59","50.59","50.59","50.59","","0.18%"
"2017-5-25","50.50","50.50","50.50","50.50","","-0.94%"
"2017-5-24","50.98","50.98","50.98","50.98","","-0.14%"
"2017-5-23","51.05","51.05","51.05","51.05","","0.24%"
"2017-5-22","50.93","50.93","50.93","50.93","","0.12%"
"2017-5-19","50.87","50.87","50.87","50.87","","0.79%"
"2017-5-18","50.47","50.47","50.47","50.47","","0.24%"
"2017-5-17","50.35","50.35","50.35","50.35","","0.62%"
"2017-5-16","50.04","50.04","50.04","50.04","","0.00%"
"2017-5-15","50.04","50.04","50.04","50.04","","1.09%"
"2017-5-12","49.50","49.50","49.50","49.50","","0.04%"
"2017-5-11","49.48","49.48","49.48","49.48","0.20K","0.65%"
"2017-5-10","49.16","49.16","49.16","49.16","","2.20%"
"2017-5-9","48.10","48.10","48.10","48.10","","-0.91%"
"2017-5-8","48.54","48.54","48.54","48.54","","0.41%"
"2017-5-5","48.34","48.34","48.34","48.34","","1.41%"
"2017-5-4","47.67","47.67","47.67","47.67","","-4.16%"
"2017-5-3","49.74","49.74","49.74","49.74","","0.89%"
"2017-5-2","49.30","49.30","49.30","49.30","","-2.74%"
"2017-5-1","50.69","50.69","50.69","50.69","","-3.06%"
"2017-4-28","52.29","52.29","52.29","52.29","","-0.04%"
"2017-4-27","52.31","52.31","52.31","52.31","","-0.08%"
"2017-4-26","52.35","52.35","52.35","52.35","","-0.04%"
"2017-4-25","52.37","52.37","52.37","52.37","","0.11%"
"2017-4-24","52.31","52.31","52.31","52.31","","-0.02%"
"2017-4-21","52.32","52.32","52.32","52.32","","-0.48%"
"2017-4-20","52.57","52.57","52.57","52.57","","0.15%"
"2017-4-19","52.49","52.49","52.49","52.49","","-1.32%"
"2017-4-18","53.19","53.19","53.19","53.19","","-0.45%"
"2017-4-17","53.43","53.43","53.43","53.43","0.10K","-0.56%"
"2017-4-13","53.73","53.73","53.73","53.73","","0.04%"
"2017-4-12","53.71","53.71","53.71","53.71","","-0.68%"
"2017-4-11","54.08","54.08","54.08","54.08","","0.46%"
"2017-4-10","53.83","53.83","53.83","53.83","","1.09%"
"2017-4-7","53.25","53.25","53.25","53.25","","0.62%"
"2017-4-6","52.92","52.92","52.92","52.92","","0.80%"
"2017-4-5","52.50","52.50","52.50","52.50","","0.59%"
"2017-4-4","52.19","52.19","52.19","52.19","","1.64%"
"2017-4-3","51.35","51.35","51.35","51.35","","0.29%"
"2017-3-31","51.20","51.20","51.20","51.20","","-0.06%"
"2017-3-30","51.23","51.23","51.23","51.23","","0.06%"
"2017-3-29","51.20","51.20","51.20","51.20","","0.23%"
"2017-3-28","51.08","51.08","51.08","51.08","","0.14%"
"2017-3-27","51.01","51.01","51.01","51.01","","-0.02%"
"2017-3-24","51.02","51.02","51.02","51.02","","0.12%"
"2017-3-23","50.96","50.96","50.96","50.96","","-0.16%"
"2017-3-22","51.04","51.04","51.04","51.04","","-0.10%"
"2017-3-21","51.09","51.09","51.09","51.09","","-0.45%"
"2017-3-20","51.32","51.32","51.32","51.32","","-0.12%"
"2017-3-17","51.38","51.38","51.38","51.38","","-0.04%"
"2017-3-16","51.40","51.40","51.40","51.40","","0.04%"
"2017-3-15","51.38","51.38","51.38","51.38","","0.82%"
"2017-3-14","50.96","50.96","50.96","50.96","","-0.76%"
"2017-3-13","51.35","51.35","51.35","51.35","","-0.04%"
"2017-3-10","51.37","51.37","51.37","51.37","","-0.85%"
"2017-3-9","51.81","51.81","51.81","51.81","","-0.84%"
"2017-3-8","52.25","52.25","52.25","52.25","","-3.79%"
"2017-3-7","54.31","54.31","54.31","54.31","","-0.02%"
"2017-3-6","54.32","54.32","54.32","54.32","","-0.06%"
"2017-3-3","54.35","54.35","54.35","54.35","","0.91%"
"2017-3-2","53.86","53.86","53.86","53.86","","-1.98%"
"2017-3-1","54.95","54.95","54.95","54.95","","0.94%"
"2017-2-28","54.44","54.44","54.44","54.44","","0.02%"
"2017-2-27","54.43","54.43","54.43","54.43","","0.09%"
"2017-2-24","54.38","54.38","54.38","54.38","","-0.06%"
"2017-2-23","54.41","54.41","54.41","54.41","","0.26%"
"2017-2-22","54.27","54.27","54.27","54.27","","-0.28%"
"2017-2-21","54.42","54.42","54.42","54.42","","0.37%"
"2017-2-17","54.22","54.22","54.22","54.22","","0.18%"
"2017-2-16","54.12","54.12","54.12","54.12","","-0.04%"
"2017-2-15","54.14","54.14","54.14","54.14","","-0.24%"
"2017-2-14","54.27","54.27","54.27","54.27","","0.44%"
"2017-2-13","54.03","54.03","54.03","54.03","","-1.03%"
"2017-2-10","54.59","54.59","54.59","54.59","0.10K","0.89%"
"2017-2-9","54.11","54.11","54.11","54.11","","0.71%"
"2017-2-8","53.73","53.73","53.73","53.73","","-0.32%"
"2017-2-7","53.90","53.90","53.90","53.90","","-0.65%"
"2017-2-6","54.25","54.25","54.25","54.25","","-1.52%"
"2017-2-3","55.09","55.09","55.09","55.09","","0.79%"
"2017-2-2","54.66","54.66","54.66","54.66","","0.40%"
"2017-2-1","54.44","54.44","54.44","54.44","","1.34%"
"2017-1-31","53.72","53.72","53.72","53.72","","-0.04%"
"2017-1-30","53.74","53.74","53.74","53.74","","-0.04%"
"2017-1-27","53.76","53.76","53.76","53.76","0.20K","-0.07%"
"2017-1-26","53.80","53.80","53.80","53.80","","0.24%"
"2017-1-25","53.67","53.67","53.67","53.67","","-0.06%"
"2017-1-24","53.70","53.70","53.70","53.70","","0.11%"
"2017-1-23","53.64","53.64","53.64","53.64","0.20K","-0.19%"
"2017-1-20","53.74","53.74","53.74","53.74","","0.81%"
"2017-1-19","53.31","53.31","53.31","53.31","","0.38%"
"2017-1-18","53.11","53.11","53.11","53.11","","-1.08%"
"2017-1-17","53.69","53.69","53.69","53.69","","-0.06%"
"2017-1-13","53.72","53.72","53.72","53.72","","-0.33%"
"2017-1-12","53.90","53.90","53.90","53.90","","0.97%"
"2017-1-11","53.38","53.38","53.38","53.38","","2.03%"
"2017-1-10","52.32","52.32","52.32","52.32","","-1.64%"
"2017-1-9","53.19","53.19","53.19","53.19","","-2.97%"
"2017-1-6","54.82","54.82","54.82","54.82","","0.11%"
"2017-1-5","54.76","54.76","54.76","54.76","","0.79%"
"2017-1-4","54.33","54.33","54.33","54.33","","2.20%"
"2017-1-3","53.16","53.16","53.16","53.16","","2.03%"
"2016-12-30","52.10","52.10","52.10","52.10","","-0.04%"
"2016-12-29","52.12","52.12","52.12","52.12","","-0.04%"
"2016-12-28","52.14","52.14","52.14","52.14","","0.10%"
"2016-12-27","52.09","52.09","52.09","52.09","","0.25%"
"2016-12-23","51.96","51.96","51.96","51.96","","0.04%"
"2016-12-22","51.94","51.94","51.94","51.94","","0.46%"
"2016-12-21","51.70","51.70","51.70","51.70","","-0.48%"
"2016-12-20","51.95","51.95","51.95","51.95","","0.27%"
"2016-12-19","51.81","51.81","51.81","51.81","","-0.38%"
"2016-12-16","52.01","52.01","52.01","52.01","","0.95%"
"2016-12-15","51.52","51.52","51.52","51.52","","0.21%"
"2016-12-14","51.41","51.41","51.41","51.41","","-1.83%"
"2016-12-13","52.37","52.37","52.37","52.37","","0.21%"
"2016-12-12","52.26","52.26","52.26","52.26","","1.85%"
"2016-12-9","51.31","51.31","51.31","51.31","","0.63%"
"2016-12-8","50.99","50.99","50.99","50.99","","1.27%"
"2016-12-7","50.35","50.35","50.35","50.35","","-1.33%"
"2016-12-6","51.03","51.03","51.03","51.03","","-0.93%"
"2016-12-5","51.51","51.51","51.51","51.51","","0.94%"
"2016-12-2","51.03","51.03","51.03","51.03","","0.33%"
"2016-12-1","50.86","50.86","50.86","50.86","","15.93%"
"2016-11-30","43.87","43.87","43.87","43.87","","-0.02%"
"2016-11-29","43.88","43.88","43.88","43.88","","-0.32%"
"2016-11-28","44.02","44.02","44.02","44.02","","0.16%"
"2016-11-25","43.95","43.95","43.95","43.95","","-0.45%"
"2016-11-23","44.15","44.15","44.15","44.15","","-0.09%"
"2016-11-22","44.19","44.19","44.19","44.19","","0.09%"
"2016-11-21","44.15","44.15","44.15","44.15","","1.54%"
"2016-11-18","43.48","43.48","43.48","43.48","","0.42%"
"2016-11-17","43.30","43.30","43.30","43.30","","-0.16%"
"2016-11-16","43.37","43.37","43.37","43.37","","-0.41%"
"2016-11-15","43.55","43.55","43.55","43.55","","2.88%"
"2016-11-14","42.33","42.33","42.33","42.33","","-0.28%"
"2016-11-11","42.45","42.45","42.45","42.45","","-1.37%"
"2016-11-10","43.04","43.04","43.04","43.04","","-0.78%"
"2016-11-9","43.38","43.38","43.38","43.38","","0.95%"
"2016-11-8","42.97","42.97","42.97","42.97","","-0.16%"
"2016-11-7","43.04","43.04","43.04","43.04","","1.15%"
"2016-11-4","42.55","42.55","42.55","42.55","","-1.34%"
"2016-11-3","43.13","43.13","43.13","43.13","","-1.12%"
"2016-11-2","43.62","43.62","43.62","43.62","","-2.37%"
"2016-11-1","44.68","44.68","44.68","44.68","","-0.53%"
"2016-10-31","44.92","44.92","44.92","44.92","","-8.38%"
"2016-10-28","49.03","49.03","49.03","49.03","","-0.06%"
"2016-10-27","49.06","49.06","49.06","49.06","","0.20%"
"2016-10-26","48.96","48.96","48.96","48.96","","-0.18%"
"2016-10-25","49.05","49.05","49.05","49.05","","-0.28%"
"2016-10-24","49.19","49.19","49.19","49.19","","-0.12%"
"2016-10-21","49.25","49.25","49.25","49.25","","0.35%"
"2016-10-20","49.08","49.08","49.08","49.08","0.20K","-0.87%"
"2016-10-19","49.51","49.51","49.51","49.51","","0.92%"
"2016-10-18","49.06","49.06","49.06","49.06","","-0.04%"
"2016-10-17","49.08","49.08","49.08","49.08","","-0.59%"
"2016-10-14","49.37","49.37","49.37","49.37","","0.18%"
"2016-10-13","49.28","49.28","49.28","49.28","","0.37%"
"2016-10-12","49.10","49.10","49.10","49.10","","-0.79%"
"2016-10-11","49.49","49.49","49.49","49.49","","-0.88%"
"2016-10-10","49.93","49.93","49.93","49.93","","1.75%"
"2016-10-7","49.07","49.07","49.07","49.07","","-0.71%"
"2016-10-6","49.42","49.42","49.42","49.42","","0.96%"
"2016-10-5","48.95","48.95","48.95","48.95","","1.66%"
"2016-10-4","48.15","48.15","48.15","48.15","","0.29%"
"2016-10-3","48.01","48.01","48.01","48.01","","10.62%"
"2016-9-29","43.40","43.40","43.40","43.40","","0.02%"
"2016-9-28","43.39","43.39","43.39","43.39","","0.58%"
"2016-9-27","43.14","43.14","43.14","43.14","","-0.60%"
"2016-9-26","43.40","43.40","43.40","43.40","","0.60%"
"2016-9-23","43.14","43.14","43.14","43.14","","-1.03%"
"2016-9-22","43.59","43.59","43.59","43.59","","0.60%"
"2016-9-21","43.33","43.33","43.33","43.33","","0.81%"
"2016-9-20","42.98","42.98","42.98","42.98","0.20K","-0.07%"
"2016-9-19","43.01","43.01","43.01","43.01","","0.19%"
"2016-9-16","42.93","42.93","42.93","42.93","","-0.83%"
"2016-9-15","43.29","43.29","43.29","43.29","","1.00%"
"2016-9-14","42.86","42.86","42.86","42.86","","-1.63%"
"2016-9-13","43.57","43.57","43.57","43.57","","-2.94%"
"2016-9-12","44.89","44.89","44.89","44.89","","1.77%"
"2016-9-9","44.11","44.11","44.11","44.11","","-2.91%"
"2016-9-8","45.43","45.43","45.43","45.43","","2.97%"
"2016-9-7","44.12","44.12","44.12","44.12","","1.36%"
"2016-9-6","43.53","43.53","43.53","43.53","","0.83%"
"2016-9-2","43.17","43.17","43.17","43.17","","3.06%"
"2016-9-1","41.89","41.89","41.89","41.89","","-4.14%"
"2016-8-31","43.70","43.70","43.70","43.70","","-0.05%"
"2016-8-30","43.72","43.72","43.72","43.72","","-0.05%"
"2016-8-29","43.74","43.74","43.74","43.74","","-0.23%"
"2016-8-26","43.84","43.84","43.84","43.84","","0.05%"
"2016-8-25","43.82","43.82","43.82","43.82","","0.27%"
"2016-8-24","43.70","43.70","43.70","43.70","","-0.59%"
"2016-8-23","43.96","43.96","43.96","43.96","","0.34%"
"2016-8-22","43.81","43.81","43.81","43.81","","-1.44%"
"2016-8-19","44.45","44.45","44.45","44.45","","-0.11%"
"2016-8-18","44.50","44.50","44.50","44.50","","0.77%"
"2016-8-17","44.16","44.16","44.16","44.16","","0.73%"
"2016-8-16","43.84","43.84","43.84","43.84","","1.32%"
"2016-8-15","43.27","43.27","43.27","43.27","","1.76%"
"2016-8-12","42.52","42.52","42.52","42.52","","1.31%"
"2016-8-11","41.97","41.97","41.97","41.97","","3.12%"
"2016-8-10","40.70","40.70","40.70","40.70","","-1.14%"
"2016-8-9","41.17","41.17","41.17","41.17","","-1.08%"
"2016-8-8","41.62","41.62","41.62","41.62","","2.21%"
"2016-8-5","40.72","40.72","40.72","40.72","","-0.34%"
"2016-8-4","40.86","40.86","40.86","40.86","","2.77%"
"2016-8-3","39.76","39.76","39.76","39.76","","2.79%"
"2016-8-2","38.68","38.68","38.68","38.68","","-0.62%"
"2016-8-1","38.92","38.92","38.92","38.92","","-8.45%"
"2016-7-28","42.51","42.51","42.51","42.51","","0.00%"
"2016-7-27","42.51","42.51","42.51","42.51","","-0.12%"
"2016-7-26","42.56","42.56","42.56","42.56","","-0.07%"
"2016-7-25","42.59","42.59","42.59","42.59","","-0.42%"
"2016-7-22","42.77","42.77","42.77","42.77","","-0.95%"
"2016-7-21","43.18","43.18","43.18","43.18","","-0.21%"
"2016-7-20","43.27","43.27","43.27","43.27","","0.49%"
"2016-7-19","43.06","43.06","43.06","43.06","","-0.28%"
"2016-7-18","43.18","43.18","43.18","43.18","","-1.12%"
"2016-7-15","43.67","43.67","43.67","43.67","","0.34%"
"2016-7-14","43.52","43.52","43.52","43.52","","1.63%"
"2016-7-13","42.82","42.82","42.82","42.82","","-3.32%"
"2016-7-12","44.29","44.29","44.29","44.29","","3.38%"
"2016-7-11","42.84","42.84","42.84","42.84","","-0.70%"
"2016-7-8","43.14","43.14","43.14","43.14","","0.96%"
"2016-7-7","42.73","42.73","42.73","42.73","","-4.47%"
"2016-7-6","44.73","44.73","44.73","44.73","","1.61%"
"2016-7-5","44.02","44.02","44.02","44.02","","-3.82%"
"2016-7-1","45.77","45.77","45.77","45.77","","-1.06%"
"2016-6-30","46.26","46.26","46.26","46.26","","-0.11%"
"2016-6-29","46.31","46.31","46.31","46.31","","0.26%"
"2016-6-28","46.19","46.19","46.19","46.19","","0.35%"
"2016-6-27","46.03","46.03","46.03","46.03","","-0.28%"
"2016-6-24","46.16","46.16","46.16","46.16","","-1.01%"
"2016-6-23","46.63","46.63","46.63","46.63","","0.54%"
"2016-6-22","46.38","46.38","46.38","46.38","","-0.49%"
"2016-6-21","46.61","46.61","46.61","46.61","","-0.17%"
"2016-6-20","46.69","46.69","46.69","46.69","","1.19%"
"2016-6-17","46.14","46.14","46.14","46.14","0.40K","1.70%"
"2016-6-16","45.37","45.37","45.37","45.37","","-1.80%"
"2016-6-15","46.20","46.20","46.20","46.20","","-0.94%"
"2016-6-14","46.64","46.64","46.64","46.64","","-0.62%"
"2016-6-13","46.93","46.93","46.93","46.93","","-0.06%"
"2016-6-10","46.96","46.96","46.96","46.96","","-1.96%"
"2016-6-9","47.90","47.90","47.90","47.90","","-0.62%"
"2016-6-8","48.20","48.20","48.20","48.20","","1.92%"
"2016-6-7","47.29","47.29","47.29","47.29","","1.61%"
"2016-6-6","46.54","46.54","46.54","46.54","","1.11%"
"2016-6-3","46.03","46.03","46.03","46.03","","-0.71%"
"2016-6-2","46.36","46.36","46.36","46.36","","0.87%"
"2016-6-1","45.96","45.96","45.96","45.96","","3.82%"
"2016-5-31","44.27","44.27","44.27","44.27","","-0.09%"
"2016-5-27","44.31","44.31","44.31","44.31","","-0.07%"
"2016-5-26","44.34","44.34","44.34","44.34","","-0.11%"
"2016-5-25","44.39","44.39","44.39","44.39","","0.41%"
"2016-5-24","44.21","44.21","44.21","44.21","","0.11%"
"2016-5-23","44.16","44.16","44.16","44.16","","-0.27%"
"2016-5-20","44.28","44.28","44.28","44.28","","-0.11%"
"2016-5-19","44.33","44.33","44.33","44.33","","0.02%"
"2016-5-18","44.32","44.32","44.32","44.32","","-0.36%"
"2016-5-17","44.48","44.48","44.48","44.48","","0.47%"
"2016-5-16","44.27","44.27","44.27","44.27","","1.30%"
"2016-5-13","43.70","43.70","43.70","43.70","","-0.64%"
"2016-5-12","43.98","43.98","43.98","43.98","","0.71%"
"2016-5-11","43.67","43.67","43.67","43.67","","3.12%"
"2016-5-10","42.35","42.35","42.35","42.35","","3.37%"
"2016-5-9","40.97","40.97","40.97","40.97","","-3.10%"
"2016-5-6","42.28","42.28","42.28","42.28","","0.86%"
"2016-5-5","41.92","41.92","41.92","41.92","","0.29%"
"2016-5-4","41.80","41.80","41.80","41.80","","-0.19%"
"2016-5-3","41.88","41.88","41.88","41.88","","-1.34%"
"2016-5-2","42.45","42.45","42.45","42.45","","8.76%"
"2016-4-29","39.03","39.03","39.03","39.03","","0.08%"
"2016-4-28","39.00","39.00","39.00","39.00","","0.08%"
"2016-4-27","38.97","38.97","38.97","38.97","","0.44%"
"2016-4-26","38.80","38.80","38.80","38.80","","0.44%"
"2016-4-25","38.63","38.63","38.63","38.63","","-0.34%"
"2016-4-22","38.76","38.76","38.76","38.76","","0.49%"
"2016-4-21","38.57","38.57","38.57","38.57","","-0.92%"
"2016-4-20","38.93","38.93","38.93","38.93","","1.59%"
"2016-4-19","38.32","38.32","38.32","38.32","","1.00%"
"2016-4-18","37.94","37.94","37.94","37.94","","-0.26%"
"2016-4-15","38.04","38.04","38.04","38.04","","-1.17%"
"2016-4-14","38.49","38.49","38.49","38.49","","-0.39%"
"2016-4-13","38.64","38.64","38.64","38.64","","-1.00%"
