"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2021-7-26","72.83","72.83","72.83","72.83","","-0.05%"
"2021-7-23","72.87","72.87","72.87","72.87","","0.08%"
"2021-7-22","72.81","72.81","72.81","72.81","","0.73%"
"2021-7-21","72.28","72.28","72.28","72.28","","1.40%"
"2021-7-20","71.28","71.28","71.28","71.28","","0.39%"
"2021-7-19","71.01","71.01","71.01","71.01","","-2.62%"
"2021-7-16","72.92","72.92","72.92","72.92","","0.12%"
"2021-7-15","72.83","72.83","72.83","72.83","","-0.89%"
"2021-7-14","73.48","73.48","73.48","73.48","","-1.18%"
"2021-7-13","74.36","74.36","74.36","74.36","","1.12%"
"2021-7-12","73.54","73.54","73.54","73.54","","-0.24%"
"2021-7-9","73.72","73.72","73.72","73.72","","1.57%"
"2021-7-8","72.58","72.58","72.58","72.58","","0.68%"
"2021-7-7","72.08","72.08","72.08","72.08","","-1.16%"
"2021-7-6","72.93","72.93","72.93","72.93","","-1.76%"
"2021-7-2","74.23","74.23","74.23","74.23","","0.48%"
"2021-7-1","73.88","73.88","73.88","73.88","","3.23%"
"2021-6-30","71.57","71.57","71.57","71.57","","0.00%"
"2021-6-29","71.57","71.57","71.57","71.57","","0.05%"
"2021-6-28","71.54","71.54","71.54","71.54","","-0.16%"
"2021-6-25","71.65","71.65","71.65","71.65","","0.08%"
"2021-6-24","71.60","71.60","71.60","71.60","","0.11%"
"2021-6-23","71.52","71.52","71.52","71.52","","0.15%"
"2021-6-22","71.41","71.41","71.41","71.41","","-0.09%"
"2021-6-21","71.48","71.48","71.48","71.48","","0.57%"
"2021-6-18","71.07","71.07","71.07","71.07","","0.19%"
"2021-6-17","70.94","70.94","70.94","70.94","","-0.87%"
"2021-6-16","71.56","71.56","71.56","71.56","","0.24%"
"2021-6-15","71.39","71.39","71.39","71.39","","0.86%"
"2021-6-14","70.78","70.78","70.78","70.78","","0.24%"
"2021-6-11","70.61","70.61","70.61","70.61","","0.13%"
"2021-6-10","70.52","70.52","70.52","70.52","","0.25%"
"2021-6-9","70.34","70.34","70.34","70.34","","-0.03%"
"2021-6-8","70.36","70.36","70.36","70.36","","0.75%"
"2021-6-7","69.84","69.84","69.84","69.84","","-0.27%"
"2021-6-4","70.03","70.03","70.03","70.03","","0.81%"
"2021-6-3","69.47","69.47","69.47","69.47","","-0.04%"
"2021-6-2","69.50","69.50","69.50","69.50","","1.47%"
"2021-6-1","68.49","68.49","68.49","68.49","","3.34%"
"2021-5-28","66.28","66.28","66.28","66.28","","-0.06%"
"2021-5-27","66.32","66.32","66.32","66.32","","-0.03%"
"2021-5-26","66.33","66.33","66.33","66.33","","0.05%"
"2021-5-25","66.30","66.30","66.30","66.30","","0.06%"
"2021-5-24","66.26","66.26","66.26","66.26","","0.82%"
"2021-5-21","65.73","65.73","65.73","65.73","","0.51%"
"2021-5-20","65.39","65.39","65.39","65.39","","-0.79%"
"2021-5-19","65.92","65.92","65.92","65.92","","-1.09%"
"2021-5-18","66.64","66.64","66.64","66.64","","-0.27%"
"2021-5-17","66.82","66.82","66.82","66.82","","0.74%"
"2021-5-14","66.33","66.33","66.33","66.33","","1.39%"
"2021-5-13","65.42","65.42","65.42","65.42","","-2.02%"
"2021-5-12","66.77","66.77","66.77","66.77","","0.68%"
"2021-5-11","66.32","66.32","66.32","66.32","","0.18%"
"2021-5-10","66.20","66.20","66.20","66.20","","0.09%"
"2021-5-7","66.15","66.15","66.15","66.15","","0.21%"
"2021-5-6","66.01","66.01","66.01","66.01","","-0.97%"
"2021-5-5","66.65","66.65","66.65","66.65","","0.47%"
"2021-5-4","66.35","66.35","66.35","66.35","","2.03%"
"2021-5-3","65.03","65.03","65.03","65.03","","3.39%"
"2021-4-30","62.89","62.89","62.89","62.89","","0.00%"
"2021-4-29","62.90","62.90","62.90","62.90","","0.13%"
"2021-4-28","62.81","62.81","62.81","62.81","","0.11%"
"2021-4-27","62.75","62.75","62.75","62.75","","0.21%"
"2021-4-26","62.62","62.62","62.62","62.62","","-0.30%"
"2021-4-23","62.80","62.80","62.80","62.80","","0.19%"
"2021-4-22","62.68","62.68","62.68","62.68","","-0.05%"
"2021-4-21","62.71","62.71","62.71","62.71","","-0.81%"
"2021-4-20","63.23","63.23","63.23","63.23","","-0.39%"
"2021-4-19","63.47","63.47","63.47","63.47","","0.09%"
"2021-4-16","63.42","63.42","63.42","63.42","","-0.10%"
"2021-4-15","63.48","63.48","63.48","63.48","","0.34%"
"2021-4-14","63.26","63.26","63.26","63.26","","2.82%"
"2021-4-13","61.53","61.53","61.53","61.53","","0.37%"
"2021-4-12","61.30","61.30","61.30","61.30","","0.19%"
"2021-4-9","61.19","61.19","61.19","61.19","","-0.45%"
"2021-4-8","61.47","61.47","61.47","61.47","","0.02%"
"2021-4-7","61.46","61.46","61.46","61.46","","0.82%"
"2021-4-6","60.96","60.96","60.96","60.96","","0.41%"
"2021-4-5","60.71","60.71","60.71","60.71","","-4.05%"
"2021-4-1","63.27","63.27","63.27","63.27","","-1.78%"
"2021-3-31","64.41","64.41","64.41","64.41","","0.01%"
"2021-3-30","64.41","64.41","64.41","64.41","","-0.02%"
"2021-3-29","64.42","64.42","64.42","64.42","","-0.02%"
"2021-3-26","64.43","64.43","64.43","64.43","","0.61%"
"2021-3-25","64.05","64.05","64.05","64.05","","-0.71%"
"2021-3-24","64.50","64.50","64.50","64.50","","1.23%"
"2021-3-23","63.72","63.72","63.72","63.72","","-1.52%"
"2021-3-22","64.71","64.71","64.71","64.71","","0.21%"
"2021-3-19","64.57","64.57","64.57","64.57","","1.05%"
"2021-3-18","63.90","63.90","63.90","63.90","","-2.84%"
"2021-3-17","65.77","65.77","65.77","65.77","","-0.43%"
"2021-3-16","66.05","66.05","66.05","66.05","","-0.49%"
"2021-3-15","66.38","66.38","66.38","66.38","","-0.19%"
"2021-3-12","66.50","66.50","66.50","66.50","","-0.22%"
"2021-3-11","66.65","66.65","66.65","66.65","","1.69%"
"2021-3-10","65.54","65.54","65.54","65.54","","0.26%"
"2021-3-9","65.37","65.37","65.37","65.37","","-0.70%"
"2021-3-8","65.84","65.84","65.84","65.84","","-1.58%"
"2021-3-5","66.89","66.89","66.89","66.89","","3.23%"
"2021-3-4","64.80","64.80","64.80","64.80","","3.59%"
"2021-3-3","62.55","62.55","62.55","62.55","","2.00%"
"2021-3-2","61.33","61.33","61.33","61.33","","-1.53%"
"2021-3-1","62.28","62.28","62.28","62.28","","2.34%"
"2021-2-26","60.85","60.85","60.85","60.85","","0.03%"
"2021-2-25","60.84","60.84","60.84","60.84","","0.04%"
"2021-2-24","60.81","60.81","60.81","60.81","","0.29%"
"2021-2-23","60.63","60.63","60.63","60.63","","0.02%"
"2021-2-22","60.62","60.62","60.62","60.62","","0.70%"
"2021-2-19","60.20","60.20","60.20","60.20","","-0.66%"
"2021-2-18","60.59","60.59","60.59","60.59","","-0.49%"
"2021-2-17","60.89","60.89","60.89","60.89","","0.48%"
"2021-2-16","60.60","60.60","60.60","60.60","","0.61%"
"2021-2-12","60.23","60.23","60.23","60.23","","1.13%"
"2021-2-11","59.56","59.56","59.56","59.56","","-0.23%"
"2021-2-10","59.69","59.69","59.69","59.69","","0.10%"
"2021-2-9","59.63","59.63","59.63","59.63","","0.45%"
"2021-2-8","59.36","59.36","59.36","59.36","","1.65%"
"2021-2-5","58.40","58.40","58.40","58.40","","0.74%"
"2021-2-4","57.97","57.97","57.97","57.97","","0.48%"
"2021-2-3","57.69","57.69","57.69","57.69","","1.73%"
"2021-2-2","56.71","56.71","56.71","56.71","","1.88%"
"2021-2-1","55.66","55.66","55.66","55.66","","1.62%"
"2021-1-29","54.77","54.77","54.77","54.77","","0.02%"
"2021-1-28","54.76","54.76","54.76","54.76","","-0.09%"
"2021-1-27","54.81","54.81","54.81","54.81","","-0.02%"
"2021-1-26","54.82","54.82","54.82","54.82","","-0.08%"
"2021-1-25","54.87","54.87","54.87","54.87","","0.20%"
"2021-1-22","54.76","54.76","54.76","54.76","","-0.35%"
"2021-1-21","54.95","54.95","54.95","54.95","","-0.02%"
"2021-1-20","54.97","54.97","54.97","54.97","","0.14%"
"2021-1-19","54.89","54.89","54.89","54.89","","0.66%"
"2021-1-15","54.53","54.53","54.53","54.53","","-1.15%"
"2021-1-14","55.17","55.17","55.17","55.17","","0.37%"
"2021-1-13","54.96","54.96","54.96","54.96","","-0.73%"
"2021-1-12","55.37","55.37","55.37","55.37","","1.08%"
"2021-1-11","54.78","54.78","54.78","54.78","","-0.51%"
"2021-1-8","55.06","55.06","55.06","55.06","","2.37%"
"2021-1-7","53.78","53.78","53.78","53.78","","0.28%"
"2021-1-6","53.63","53.63","53.63","53.63","","1.50%"
"2021-1-5","52.84","52.84","52.84","52.84","","4.40%"
"2021-1-4","50.61","50.61","50.61","50.61","","1.60%"
"2020-12-31","49.81","49.81","49.81","49.81","","0.00%"
"2020-12-30","49.82","49.82","49.82","49.82","","0.07%"
"2020-12-29","49.78","49.78","49.78","49.78","","0.01%"
"2020-12-28","49.77","49.77","49.77","49.77","","-0.13%"
"2020-12-24","49.84","49.84","49.84","49.84","","0.04%"
"2020-12-23","49.81","49.81","49.81","49.81","","0.49%"
"2020-12-22","49.57","49.57","49.57","49.57","","-0.58%"
"2020-12-21","49.86","49.86","49.86","49.86","","-0.96%"
"2020-12-18","50.34","50.34","50.34","50.34","","0.53%"
"2020-12-17","50.08","50.08","50.08","50.08","","0.23%"
"2020-12-16","49.96","49.96","49.96","49.96","","0.30%"
"2020-12-15","49.81","49.81","49.81","49.81","","0.72%"
"2020-12-14","49.46","49.46","49.46","49.46","","0.48%"
"2020-12-11","49.22","49.22","49.22","49.22","","-0.13%"
"2020-12-10","49.29","49.29","49.29","49.29","","1.80%"
"2020-12-9","48.42","48.42","48.42","48.42","","0.28%"
"2020-12-8","48.28","48.28","48.28","48.28","","0.12%"
"2020-12-7","48.23","48.23","48.23","48.23","","-0.26%"
"2020-12-4","48.35","48.35","48.35","48.35","","0.65%"
"2020-12-3","48.04","48.04","48.04","48.04","","0.78%"
"2020-12-2","47.67","47.67","47.67","47.67","","1.51%"
"2020-12-1","46.96","46.96","46.96","46.96","","8.22%"
"2020-11-30","43.39","43.39","43.39","43.39","","-0.10%"
"2020-11-27","43.44","43.44","43.44","43.44","","-0.19%"
"2020-11-25","43.52","43.52","43.52","43.52","","0.29%"
"2020-11-24","43.40","43.40","43.40","43.40","","0.74%"
"2020-11-23","43.08","43.08","43.08","43.08","","0.55%"
"2020-11-20","42.84","42.84","42.84","42.84","","0.57%"
"2020-11-19","42.60","42.60","42.60","42.60","","-0.22%"
"2020-11-18","42.69","42.69","42.69","42.69","","0.48%"
"2020-11-17","42.49","42.49","42.49","42.49","","-0.08%"
"2020-11-16","42.52","42.52","42.52","42.52","","1.55%"
"2020-11-13","41.87","41.87","41.87","41.87","","-1.17%"
"2020-11-12","42.37","42.37","42.37","42.37","","0.03%"
"2020-11-11","42.36","42.36","42.36","42.36","","0.39%"
"2020-11-10","42.19","42.19","42.19","42.19","","1.90%"
"2020-11-9","41.40","41.40","41.40","41.40","","5.40%"
"2020-11-6","39.28","39.28","39.28","39.28","","-2.14%"
"2020-11-5","40.14","40.14","40.14","40.14","","-1.00%"
"2020-11-4","40.55","40.55","40.55","40.55","","3.54%"
"2020-11-3","39.16","39.16","39.16","39.16","","2.11%"
"2020-11-2","38.36","38.36","38.36","38.36","","-5.67%"
"2020-10-30","40.66","40.66","40.66","40.66","","-0.05%"
"2020-10-29","40.68","40.68","40.68","40.68","","-0.17%"
"2020-10-28","40.75","40.75","40.75","40.75","","-0.56%"
"2020-10-27","40.98","40.98","40.98","40.98","","0.23%"
"2020-10-26","40.89","40.89","40.89","40.89","","-0.62%"
"2020-10-23","41.14","41.14","41.14","41.14","","-0.40%"
"2020-10-22","41.31","41.31","41.31","41.31","","0.58%"
"2020-10-21","41.07","41.07","41.07","41.07","","-1.26%"
"2020-10-20","41.59","41.59","41.59","41.59","","0.52%"
"2020-10-19","41.37","41.37","41.37","41.37","","-0.26%"
"2020-10-16","41.48","41.48","41.48","41.48","","-0.40%"
"2020-10-15","41.65","41.65","41.65","41.65","","-0.31%"
"2020-10-14","41.78","41.78","41.78","41.78","","1.31%"
"2020-10-13","41.24","41.24","41.24","41.24","","1.13%"
"2020-10-12","40.78","40.78","40.78","40.78","","-1.69%"
"2020-10-9","41.48","41.48","41.48","41.48","","-0.94%"
"2020-10-8","41.88","41.88","41.88","41.88","","2.19%"
"2020-10-7","40.98","40.98","40.98","40.98","","-1.41%"
"2020-10-6","41.56","41.56","41.56","41.56","","2.83%"
"2020-10-5","40.42","40.42","40.42","40.42","","5.04%"
"2020-10-2","38.48","38.48","38.48","38.48","","-4.53%"
"2020-10-1","40.30","40.30","40.30","40.30","","-2.87%"
"2020-9-30","41.49","41.49","41.49","41.49","","-0.09%"
"2020-9-29","41.53","41.53","41.53","41.53","","-0.22%"
"2020-9-28","41.62","41.62","41.62","41.62","","0.05%"
"2020-9-25","41.60","41.60","41.60","41.60","","0.09%"
"2020-9-24","41.56","41.56","41.56","41.56","","0.19%"
"2020-9-23","41.49","41.49","41.49","41.49","","-0.02%"
"2020-9-22","41.50","41.50","41.50","41.50","","0.21%"
"2020-9-21","41.41","41.41","41.41","41.41","","-1.43%"
"2020-9-18","42.01","42.01","42.01","42.01","","-0.02%"
"2020-9-17","42.02","42.02","42.02","42.02","","1.06%"
"2020-9-16","41.58","41.58","41.58","41.58","","2.18%"
"2020-9-15","40.69","40.69","40.69","40.69","","1.34%"
"2020-9-14","40.15","40.15","40.15","40.15","","-0.23%"
"2020-9-11","40.24","40.24","40.24","40.24","","-0.01%"
"2020-9-10","40.25","40.25","40.25","40.25","","-1.29%"
"2020-9-9","40.78","40.78","40.78","40.78","","1.44%"
"2020-9-8","40.20","40.20","40.20","40.20","","-5.67%"
"2020-9-4","42.61","42.61","42.61","42.61","","-2.29%"
"2020-9-3","43.61","43.61","43.61","43.61","","-0.50%"
"2020-9-2","43.83","43.83","43.83","43.83","","-2.27%"
"2020-9-1","44.85","44.85","44.85","44.85","","1.95%"
"2020-8-31","43.99","43.99","43.99","43.99","","0.10%"
"2020-8-28","43.94","43.94","43.94","43.94","","-0.05%"
"2020-8-27","43.96","43.96","43.96","43.96","","0.00%"
"2020-8-26","43.96","43.96","43.96","43.96","","-0.09%"
"2020-8-25","44.00","44.00","44.00","44.00","","0.20%"
"2020-8-24","43.91","43.91","43.91","43.91","","0.50%"
"2020-8-21","43.69","43.69","43.69","43.69","","-0.21%"
"2020-8-20","43.78","43.78","43.78","43.78","","-0.39%"
"2020-8-19","43.96","43.96","43.96","43.96","","-0.01%"
"2020-8-18","43.96","43.96","43.96","43.96","","0.42%"
"2020-8-17","43.78","43.78","43.78","43.78","","0.89%"
"2020-8-14","43.39","43.39","43.39","43.39","","-0.45%"
"2020-8-13","43.59","43.59","43.59","43.59","","-0.87%"
"2020-8-12","43.97","43.97","43.97","43.97","","1.36%"
"2020-8-11","43.38","43.38","43.38","43.38","","-0.92%"
"2020-8-10","43.78","43.78","43.78","43.78","","1.03%"
"2020-8-7","43.33","43.33","43.33","43.33","","-0.64%"
"2020-8-6","43.61","43.61","43.61","43.61","","-0.60%"
"2020-8-5","43.88","43.88","43.88","43.88","","1.11%"
"2020-8-4","43.40","43.40","43.40","43.40","","0.02%"
"2020-8-3","43.39","43.39","43.39","43.39","","1.98%"
"2020-7-31","42.54","42.54","42.54","42.54","","-1.70%"
"2020-7-30","43.28","43.28","43.28","43.28","","-0.04%"
"2020-7-29","43.29","43.29","43.29","43.29","","0.03%"
"2020-7-28","43.28","43.28","43.28","43.28","","-0.12%"
"2020-7-27","43.33","43.33","43.33","43.33","","0.11%"
"2020-7-24","43.28","43.28","43.28","43.28","","-0.04%"
"2020-7-23","43.30","43.30","43.30","43.30","","-0.72%"
"2020-7-22","43.62","43.62","43.62","43.62","","0.08%"
"2020-7-21","43.58","43.58","43.58","43.58","","1.22%"
"2020-7-20","43.05","43.05","43.05","43.05","","0.13%"
"2020-7-17","43.00","43.00","43.00","43.00","","-0.70%"
"2020-7-16","43.30","43.30","43.30","43.30","","-1.10%"
"2020-7-15","43.78","43.78","43.78","43.78","","1.31%"
"2020-7-14","43.22","43.22","43.22","43.22","","0.28%"
"2020-7-13","43.10","43.10","43.10","43.10","","-0.70%"
"2020-7-10","43.40","43.40","43.40","43.40","","1.43%"
"2020-7-9","42.79","42.79","42.79","42.79","","-1.16%"
"2020-7-8","43.29","43.29","43.29","43.29","","0.47%"
"2020-7-7","43.09","43.09","43.09","43.09","","0.46%"
"2020-7-6","42.89","42.89","42.89","42.89","","-0.72%"
"2020-7-2","43.20","43.20","43.20","43.20","","2.23%"
"2020-7-1","42.26","42.26","42.26","42.26","","3.60%"
"2020-6-30","40.79","40.79","40.79","40.79","","-0.01%"
"2020-6-29","40.80","40.80","40.80","40.80","","-0.02%"
"2020-6-26","40.81","40.81","40.81","40.81","","0.05%"
"2020-6-25","40.78","40.78","40.78","40.78","","0.35%"
"2020-6-24","40.64","40.64","40.64","40.64","","-0.97%"
"2020-6-23","41.04","41.04","41.04","41.04","","-0.20%"
"2020-6-22","41.12","41.12","41.12","41.12","","0.12%"
"2020-6-19","41.07","41.07","41.07","41.07","","1.09%"
"2020-6-18","40.63","40.63","40.63","40.63","","1.00%"
"2020-6-17","40.23","40.23","40.23","40.23","","-0.14%"
"2020-6-16","40.28","40.28","40.28","40.28","","1.08%"
"2020-6-15","39.85","39.85","39.85","39.85","","0.89%"
"2020-6-12","39.50","39.50","39.50","39.50","","0.15%"
"2020-6-11","39.44","39.44","39.44","39.44","","-5.01%"
"2020-6-10","41.52","41.52","41.52","41.52","","1.72%"
"2020-6-9","40.82","40.82","40.82","40.82","","0.31%"
"2020-6-8","40.69","40.69","40.69","40.69","","-1.51%"
"2020-6-5","41.32","41.32","41.32","41.32","","5.53%"
"2020-6-4","39.15","39.15","39.15","39.15","","-0.27%"
"2020-6-3","39.26","39.26","39.26","39.26","","0.21%"
"2020-6-2","39.17","39.17","39.17","39.17","","2.23%"
"2020-6-1","38.32","38.32","38.32","38.32","","25.77%"
"2020-5-29","30.47","30.47","30.47","30.47","","-0.15%"
"2020-5-28","30.51","30.51","30.51","30.51","","0.28%"
"2020-5-27","30.43","30.43","30.43","30.43","","-0.53%"
"2020-5-26","30.59","30.59","30.59","30.59","","0.82%"
"2020-5-22","30.34","30.34","30.34","30.34","","-0.92%"
"2020-5-21","30.62","30.62","30.62","30.62","","0.18%"
"2020-5-20","30.57","30.57","30.57","30.57","","0.49%"
"2020-5-19","30.42","30.42","30.42","30.42","","-0.42%"
"2020-5-18","30.55","30.55","30.55","30.55","","2.51%"
"2020-5-15","29.80","29.80","29.80","29.80","","2.05%"
"2020-5-14","29.20","29.20","29.20","29.20","","9.45%"
"2020-5-13","26.68","26.68","26.68","26.68","","-0.48%"
"2020-5-12","26.81","26.81","26.81","26.81","","-1.69%"
"2020-5-11","27.27","27.27","27.27","27.27","","-4.45%"
"2020-5-8","28.54","28.54","28.54","28.54","","5.16%"
"2020-5-7","27.14","27.14","27.14","27.14","","-0.77%"
"2020-5-6","27.35","27.35","27.35","27.35","","-5.49%"
"2020-5-5","28.94","28.94","28.94","28.94","","10.46%"
"2020-5-4","26.20","26.20","26.20","26.20","","3.56%"
"2020-5-1","25.30","25.30","25.30","25.30","","24.08%"
"2020-4-30","20.39","20.39","20.39","20.39","","0.05%"
"2020-4-29","20.38","20.38","20.38","20.38","","-0.15%"
"2020-4-28","20.41","20.41","20.41","20.41","","0.20%"
"2020-4-27","20.37","20.37","20.37","20.37","","-0.39%"
"2020-4-24","20.45","20.45","20.45","20.45","","0.00%"
"2020-4-23","20.45","20.45","20.45","20.45","","2.25%"
"2020-4-22","20.00","20.00","20.00","20.00","","4.88%"
"2020-4-21","19.07","19.07","19.07","19.07","","-11.18%"
"2020-4-20","21.47","21.47","21.47","21.47","","-3.42%"
"2020-4-17","22.23","22.23","22.23","22.23","","2.40%"
"2020-4-16","21.71","21.71","21.71","21.71","","1.16%"
"2020-4-15","21.46","21.46","21.46","21.46","","-2.28%"
"2020-4-14","21.96","21.96","21.96","21.96","","-11.24%"
"2020-4-13","24.74","24.74","24.74","24.74","","6.36%"
"2020-4-9","23.26","23.26","23.26","23.26","","-11.09%"
"2020-4-8","26.16","26.16","26.16","26.16","","0.62%"
"2020-4-7","26.00","26.00","26.00","26.00","","-5.28%"
"2020-4-6","27.45","27.45","27.45","27.45","","-6.60%"
"2020-4-3","29.39","29.39","29.39","29.39","","12.35%"
"2020-4-2","26.16","26.16","26.16","26.16","","16.47%"
"2020-4-1","22.46","22.46","22.46","22.46","","-33.35%"
"2020-3-31","33.70","33.70","33.70","33.70","","-0.41%"
"2020-3-30","33.84","33.84","33.84","33.84","","-0.21%"
"2020-3-27","33.91","33.91","33.91","33.91","","-0.47%"
"2020-3-26","34.07","34.07","34.07","34.07","","-0.23%"
"2020-3-25","34.15","34.15","34.15","34.15","","0.47%"
"2020-3-24","33.99","33.99","33.99","33.99","","0.09%"
"2020-3-23","33.96","33.96","33.96","33.96","","-0.26%"
"2020-3-20","34.05","34.05","34.05","34.05","","-1.56%"
"2020-3-19","34.59","34.59","34.59","34.59","","2.92%"
"2020-3-18","33.61","33.61","33.61","33.61","","-4.71%"
"2020-3-17","35.27","35.27","35.27","35.27","","-0.51%"
"2020-3-16","35.45","35.45","35.45","35.45","","-4.09%"
"2020-3-13","36.96","36.96","36.96","36.96","","1.79%"
"2020-3-12","36.31","36.31","36.31","36.31","","-3.48%"
"2020-3-11","37.62","37.62","37.62","37.62","","-1.36%"
"2020-3-10","38.14","38.14","38.14","38.14","","5.18%"
"2020-3-9","36.26","36.26","36.26","36.26","","-20.67%"
"2020-3-6","45.71","45.71","45.71","45.71","","-8.07%"
"2020-3-5","49.72","49.72","49.72","49.72","","-1.51%"
"2020-3-4","50.48","50.48","50.48","50.48","","-0.88%"
"2020-3-3","50.93","50.93","50.93","50.93","","-0.04%"
"2020-3-2","50.95","50.95","50.95","50.95","","-6.03%"
"2020-2-28","54.22","54.22","54.22","54.22","","-0.06%"
"2020-2-27","54.25","54.25","54.25","54.25","","-0.15%"
"2020-2-26","54.33","54.33","54.33","54.33","","-0.39%"
"2020-2-25","54.54","54.54","54.54","54.54","","-0.26%"
"2020-2-24","54.68","54.68","54.68","54.68","","-1.07%"
"2020-2-21","55.27","55.27","55.27","55.27","","-0.49%"
"2020-2-20","55.54","55.54","55.54","55.54","","-0.20%"
"2020-2-19","55.65","55.65","55.65","55.65","","0.91%"
"2020-2-18","55.15","55.15","55.15","55.15","","-0.34%"
"2020-2-14","55.34","55.34","55.34","55.34","","0.69%"
"2020-2-13","54.96","54.96","54.96","54.96","","0.68%"
"2020-2-12","54.59","54.59","54.59","54.59","","2.06%"
"2020-2-11","53.49","53.49","53.49","53.49","","0.92%"
"2020-2-10","53.00","53.00","53.00","53.00","","-2.00%"
"2020-2-7","54.08","54.08","54.08","54.08","","-0.52%"
"2020-2-6","54.36","54.36","54.36","54.36","","-0.31%"
"2020-2-5","54.53","54.53","54.53","54.53","","2.67%"
"2020-2-4","53.11","53.11","53.11","53.11","","-0.73%"
"2020-2-3","53.50","53.50","53.50","53.50","","-16.78%"
"2020-1-31","64.29","64.29","64.29","64.29","","0.19%"
"2020-1-30","64.17","64.17","64.17","64.17","","-0.31%"
"2020-1-29","64.37","64.37","64.37","64.37","","0.05%"
"2020-1-28","64.34","64.34","64.34","64.34","","-0.05%"
"2020-1-27","64.37","64.37","64.37","64.37","","-0.42%"
"2020-1-24","64.64","64.64","64.64","64.64","","-0.46%"
"2020-1-23","64.94","64.94","64.94","64.94","","-0.49%"
"2020-1-22","65.26","65.26","65.26","65.26","","-0.50%"
"2020-1-21","65.59","65.59","65.59","65.59","","-0.24%"
"2020-1-17","65.75","65.75","65.75","65.75","","0.02%"
"2020-1-16","65.74","65.74","65.74","65.74","","0.38%"
"2020-1-15","65.49","65.49","65.49","65.49","","-0.53%"
"2020-1-14","65.84","65.84","65.84","65.84","","0.18%"
"2020-1-13","65.72","65.72","65.72","65.72","","-0.53%"
"2020-1-10","66.07","66.07","66.07","66.07","","-0.12%"
"2020-1-9","66.15","66.15","66.15","66.15","","0.23%"
"2020-1-8","66.00","66.00","66.00","66.00","","-2.83%"
"2020-1-7","67.92","67.92","67.92","67.92","","-0.53%"
"2020-1-6","68.28","68.28","68.28","68.28","","0.66%"
"2020-1-3","67.83","67.83","67.83","67.83","","3.65%"
"2020-1-2","65.44","65.44","65.44","65.44","","0.85%"
"2019-12-31","64.89","64.89","64.89","64.89","","0.06%"
"2019-12-30","64.85","64.85","64.85","64.85","","0.05%"
"2019-12-27","64.82","64.82","64.82","64.82","","-0.02%"
"2019-12-26","64.83","64.83","64.83","64.83","","0.06%"
"2019-12-24","64.79","64.79","64.79","64.79","","0.22%"
"2019-12-23","64.65","64.65","64.65","64.65","","0.03%"
"2019-12-20","64.63","64.63","64.63","64.63","","-0.11%"
"2019-12-19","64.70","64.70","64.70","64.70","","0.25%"
"2019-12-18","64.54","64.54","64.54","64.54","","0.02%"
"2019-12-17","64.53","64.53","64.53","64.53","","0.53%"
"2019-12-16","64.19","64.19","64.19","64.19","","0.11%"
"2019-12-13","64.12","64.12","64.12","64.12","","1.04%"
"2019-12-12","63.46","63.46","63.46","63.46","","0.76%"
"2019-12-11","62.98","62.98","62.98","62.98","","-0.82%"
"2019-12-10","63.50","63.50","63.50","63.50","","0.25%"
"2019-12-9","63.34","63.34","63.34","63.34","","-0.14%"
"2019-12-6","63.43","63.43","63.43","63.43","","0.97%"
"2019-12-5","62.82","62.82","62.82","62.82","","0.48%"
"2019-12-4","62.52","62.52","62.52","62.52","","3.41%"
"2019-12-3","60.46","60.46","60.46","60.46","","0.08%"
"2019-12-2","60.41","60.41","60.41","60.41","","-2.52%"
"2019-11-29","61.97","61.97","61.97","61.97","","0.03%"
"2019-11-27","61.95","61.95","61.95","61.95","","0.00%"
"2019-11-26","61.95","61.95","61.95","61.95","","0.02%"
"2019-11-25","61.94","61.94","61.94","61.94","","0.06%"
"2019-11-22","61.90","61.90","61.90","61.90","","-0.27%"
"2019-11-21","62.07","62.07","62.07","62.07","","0.76%"
"2019-11-20","61.60","61.60","61.60","61.60","","1.02%"
"2019-11-19","60.98","60.98","60.98","60.98","","-0.94%"
"2019-11-18","61.56","61.56","61.56","61.56","","-0.61%"
"2019-11-15","61.94","61.94","61.94","61.94","","0.81%"
"2019-11-14","61.44","61.44","61.44","61.44","","-0.13%"
"2019-11-13","61.52","61.52","61.52","61.52","","0.38%"
"2019-11-12","61.29","61.29","61.29","61.29","","0.33%"
"2019-11-11","61.09","61.09","61.09","61.09","","-0.31%"
"2019-11-8","61.28","61.28","61.28","61.28","","0.29%"
"2019-11-7","61.10","61.10","61.10","61.10","","0.89%"
"2019-11-6","60.56","60.56","60.56","60.56","","-1.51%"
"2019-11-5","61.49","61.49","61.49","61.49","","0.99%"
"2019-11-4","60.89","60.89","60.89","60.89","","0.58%"
"2019-11-1","60.54","60.54","60.54","60.54","","1.97%"
"2019-10-31","59.37","59.37","59.37","59.37","","0.08%"
"2019-10-30","59.32","59.32","59.32","59.32","","-0.15%"
"2019-10-29","59.41","59.41","59.41","59.41","","-0.07%"
"2019-10-28","59.45","59.45","59.45","59.45","","-0.12%"
"2019-10-25","59.52","59.52","59.52","59.52","","0.12%"
"2019-10-24","59.45","59.45","59.45","59.45","","0.13%"
"2019-10-23","59.37","59.37","59.37","59.37","","0.58%"
"2019-10-22","59.03","59.03","59.03","59.03","","0.27%"
"2019-10-21","58.87","58.87","58.87","58.87","","-0.15%"
